phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.125,1.163,0.000,0.000,2.089,2.080,2.080,10.562,0.000,1
2-bgv-setup,15446.966,15777.054,15381.798,15688.669,2.085,1873.167,2623.215,2818.344,2613.199,22
3-pre-election-weight-input-preparation,57.599,58.907,0.000,0.000,1153.051,1170.356,1170.356,2818.594,0.000,1
4.1-streamed-input-reception-and-aggregation,58068.018,58770.684,0.000,0.000,1161.554,1180.655,2336.950,2818.594,2394.523,6
4.2-tally-periodic-echo-tree,21.167,29.119,0.000,0.000,1173.628,1179.892,1179.892,2818.188,0.000,1
4.1-streamed-input-reception-and-aggregation,56013.027,56687.713,0.000,0.000,1177.616,1196.711,2342.414,2818.594,2431.777,6
4.2-tally-periodic-echo-tree,1499.794,1598.200,0.000,0.000,1189.684,1227.748,1288.332,2818.531,1328.250,1
4.1-streamed-input-reception-and-aggregation,55237.387,55834.790,0.000,0.000,1193.673,1212.753,2436.193,2818.531,2464.891,6
4.2-tally-periodic-echo-tree,1424.410,1524.064,0.000,0.000,1205.753,1227.813,1264.234,2818.469,1347.672,1
4.1-streamed-input-reception-and-aggregation,56448.060,57097.595,0.000,0.000,1193.739,1212.831,2438.343,2818.500,2466.133,6
4.2-tally-periodic-echo-tree,17.890,27.049,0.000,0.000,1205.805,1212.069,1212.069,2818.094,0.000,1
4.1-streamed-input-reception-and-aggregation,55396.824,56094.799,0.000,0.000,1209.793,1229.638,2461.725,2818.469,2497.012,5
4.2-tally-periodic-echo-tree,2873.206,2973.182,0.000,0.000,1221.858,1227.921,1365.499,2818.438,1391.891,1
4.3-tally-lagrange-indicator,1362.018,1395.656,0.000,0.000,1165.099,1206.935,1256.515,2818.438,1303.508,1
4.4-tally-delegate-support,1284.286,1300.739,0.000,0.000,1168.847,1233.704,1237.997,2818.406,1303.508,1
4.5-tally-dTilde,427.717,430.230,0.000,0.000,1168.848,1223.189,1223.189,2818.406,0.000,1
4.6-tally-Dw+dTilde,3099.131,3138.866,0.000,0.000,1162.597,1180.150,2044.080,2818.406,1991.230,2
4.7-tally-vote-weight-product,1400.823,1475.580,0.000,0.000,1158.633,93.263,2217.458,2818.406,2164.410,1
5-threshold-decrypt-verify,40.164,65.758,30.413,51.436,28.683,6.907,6.907,2818.156,0.000,2
