component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,42.478,50.089,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,811.396,848.683,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14527.923,14789.897,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,517.468,622.744,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,274403.622,277632.754,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,6089.474,6163.648,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,30.413,51.436,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
