experiment_id,parameter_id,metric,samples,median,min,max
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-aggregate-initialization:cpu_ms,1,2280.308,2280.308,2280.308
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-aggregate-initialization:wall_ms,1,2221.779,2221.779,2221.779
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-estimated-full-server-aggregation:cpu_ms,1,131512.525,131512.525,131512.525
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-estimated-full-server-aggregation:wall_ms,1,151440.419,151440.419,151440.419
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-server-aggregation:cpu_ms,1,26302.505,26302.505,26302.505
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-server-aggregation:wall_ms,1,30288.083,30288.083,30288.083
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-simulated-client-input-preparation:cpu_ms,1,1545280.247,1545280.247,1545280.247
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-simulated-client-input-preparation:wall_ms,1,1538623.776,1538623.776,1538623.776
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:galois-key-generation:cpu_ms,1,2901.492,2901.492,2901.492
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:galois-key-generation:wall_ms,1,2857.702,2857.702,2857.702
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:public-key-generation:cpu_ms,1,13.562,13.562,13.562
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:public-key-generation:wall_ms,1,12.138,12.138,12.138
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:refresh:cpu_ms,1,967.016,967.016,967.016
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:refresh:wall_ms,1,940.833,940.833,940.833
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:relinearization-key-generation:cpu_ms,1,180.052,180.052,180.052
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:relinearization-key-generation:wall_ms,1,177.377,177.377,177.377
n50000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:threshold-decryption:cpu_ms,1,7.867,7.867,7.867
