phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,12.434,20.079,0.000,0.000,2.083,5.794,5.794,14.469,0.000,2
2-bgv-setup,15450.697,15816.240,15382.406,15731.936,5.821,1876.874,2370.084,2738.625,2752.332,20
3-pre-election-weight-input-preparation,297.557,300.279,0.000,0.000,1156.787,1230.100,1230.100,2738.594,0.000,1
3.1-benchmark-input-fixture-preparation,36.297,44.983,0.000,0.000,1221.046,1232.092,1232.092,2738.594,0.000,1
4.1-streamed-input-reception-and-aggregation,60621.608,61196.322,0.000,0.000,1227.053,1330.179,1344.153,2738.594,2026.344,1
4.2-tally-periodic-echo-tree,147.318,148.136,0.000,0.000,1323.144,1357.412,1357.412,2738.469,0.000,1
4.1-streamed-input-reception-and-aggregation,714.247,721.376,0.000,0.000,1355.136,1458.693,1458.693,2738.594,1474.977,1
4.2-tally-periodic-echo-tree,11045.972,11155.319,0.000,0.000,1451.162,1517.240,2105.107,2738.562,2120.027,1
4.1-streamed-input-reception-and-aggregation,783.849,842.517,0.000,0.000,1483.162,1586.216,1586.216,2738.531,1647.754,1
4.2-tally-periodic-echo-tree,11019.239,11132.347,0.000,0.000,1579.188,1517.252,2241.357,2738.531,2256.406,1
4.1-streamed-input-reception-and-aggregation,763.598,836.408,0.000,0.000,1483.172,1586.226,1586.226,2738.531,1645.980,1
4.2-tally-periodic-echo-tree,141.350,142.026,0.000,0.000,1579.200,1613.467,1613.467,2738.531,0.000,1
4.1-streamed-input-reception-and-aggregation,772.942,783.337,0.000,0.000,1611.191,1714.253,1714.253,2738.531,1734.715,1
4.2-tally-periodic-echo-tree,21824.103,22030.369,0.000,0.000,1707.223,1518.534,2854.503,2914.094,2874.605,1
4.3-tally-lagrange-indicator,10524.369,10759.373,0.000,0.000,1280.678,1351.525,1726.275,2914.500,2541.906,1
4.4-tally-delegate-support,9221.742,9348.428,0.000,0.000,1312.427,1377.298,1495.571,2914.500,1513.105,1
4.5-tally-dTilde,3194.302,3246.227,0.000,0.000,1284.430,1296.777,1442.023,2914.500,1460.070,1
4.6-tally-Dw+dTilde,35164.962,35576.596,0.000,0.000,1236.176,1282.789,15187.931,15238.406,14543.500,4
4.7-tally-vote-weight-product,4849.278,5769.351,0.000,0.000,1232.228,124.897,1494.659,15238.469,7458.703,1
5-threshold-decrypt-verify,37.105,78.299,28.698,43.483,32.312,10.534,10.534,15237.812,0.000,2
