component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.279,51.685,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,792.193,830.972,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14546.932,14849.279,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,3766.413,4029.637,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,59265.141,60038.554,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,296325.706,300192.770,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:threshold-decryption,28.698,43.483,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
