phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,12.115,18.393,0.000,0.000,2.083,5.794,5.794,18.344,0.000,2
2-bgv-setup,15562.123,15919.114,15489.681,15833.383,5.826,1876.882,2627.977,2810.594,2819.586,20
3-pre-election-weight-input-preparation,332.573,423.161,0.000,0.000,1156.794,1230.107,1230.107,2809.844,0.000,1
3.1-benchmark-input-fixture-preparation,35.969,49.436,0.000,0.000,1221.054,1232.103,1232.103,2810.438,0.000,1
4.1-streamed-input-reception-and-aggregation,65158.323,65676.853,0.000,0.000,1227.093,1330.191,1344.863,2810.562,1590.973,1
4.2-tally-periodic-echo-tree,161.984,163.032,0.000,0.000,1323.156,1357.424,1357.424,2810.562,0.000,1
4.1-streamed-input-reception-and-aggregation,780.070,789.969,0.000,0.000,1355.148,1458.204,1458.204,2810.562,1476.922,1
4.2-tally-periodic-echo-tree,11277.222,11381.525,0.000,0.000,1451.174,1517.253,2105.146,2810.531,2122.148,1
4.1-streamed-input-reception-and-aggregation,787.435,847.877,0.000,0.000,1483.174,1586.729,1586.729,2810.531,1649.043,1
4.2-tally-periodic-echo-tree,11185.979,11296.781,0.000,0.000,1579.201,1517.264,2233.364,2810.500,2250.418,1
4.1-streamed-input-reception-and-aggregation,774.912,846.967,0.000,0.000,1483.184,1586.241,1586.241,2810.500,1649.859,1
4.2-tally-periodic-echo-tree,132.690,133.390,0.000,0.000,1579.212,1613.480,1613.480,2810.500,0.000,1
4.1-streamed-input-reception-and-aggregation,750.470,755.927,0.000,0.000,1611.203,1714.258,1714.258,2810.500,1733.273,1
4.2-tally-periodic-echo-tree,22516.257,22718.246,0.000,0.000,1707.230,1518.537,2866.877,2918.062,2886.832,1
4.3-tally-lagrange-indicator,10473.526,10713.609,0.000,0.000,1280.686,1350.527,1729.359,2918.469,1785.551,1
4.4-tally-delegate-support,9208.967,9331.697,0.000,0.000,1312.435,1377.305,1495.634,2918.469,1513.191,1
4.5-tally-dTilde,3178.881,3215.941,0.000,0.000,1284.440,1296.800,1446.097,2918.469,1464.664,1
4.6-tally-Dw+dTilde,35817.284,36182.606,0.000,0.000,1236.201,1283.056,15083.466,15262.156,14432.832,4
4.7-tally-vote-weight-product,4827.451,5697.306,0.000,0.000,1232.239,125.153,1490.631,15262.469,11456.680,1
5-threshold-decrypt-verify,41.845,84.301,28.551,44.363,32.324,10.551,10.551,15261.938,0.000,2
