phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.117,1.221,0.000,0.000,2.085,2.075,2.075,14.500,0.000,1
2-bgv-setup,15828.260,16154.972,15743.094,16043.845,2.081,1873.167,2235.447,2702.594,2712.410,22
3-pre-election-weight-input-preparation,81.339,103.488,0.000,0.000,1153.052,1170.357,1170.357,2701.750,0.000,1
4.1-streamed-input-reception-and-aggregation,56242.059,56919.538,0.000,0.000,1161.555,1180.656,2332.404,2702.562,2372.570,6
4.2-tally-periodic-echo-tree,16.575,23.018,0.000,0.000,1173.628,1179.892,1179.892,2702.375,0.000,1
4.1-streamed-input-reception-and-aggregation,54493.515,55189.833,0.000,0.000,1177.617,1196.684,2401.168,2702.562,2430.504,6
4.2-tally-periodic-echo-tree,1421.230,1528.864,0.000,0.000,1189.684,1227.748,1288.331,2702.531,1329.832,1
4.1-streamed-input-reception-and-aggregation,55705.467,56314.850,0.000,0.000,1193.673,1212.746,2407.025,2702.531,2464.832,6
4.2-tally-periodic-echo-tree,1427.415,1532.117,0.000,0.000,1205.746,1227.809,1296.713,2702.500,1868.570,1
4.1-streamed-input-reception-and-aggregation,54346.080,54964.133,0.000,0.000,1193.734,1212.793,2397.313,2702.500,2464.805,6
4.2-tally-periodic-echo-tree,14.903,22.946,0.000,0.000,1205.795,1212.058,1212.058,2702.125,0.000,1
4.1-streamed-input-reception-and-aggregation,53731.693,54424.060,0.000,0.000,1209.782,1229.620,2430.026,2702.500,2494.359,5
4.2-tally-periodic-echo-tree,2783.409,2924.795,0.000,0.000,1221.840,1227.902,1385.548,2702.500,1404.219,1
4.3-tally-lagrange-indicator,1291.128,1310.939,0.000,0.000,1165.081,1206.906,1229.796,2702.500,1303.141,1
4.4-tally-delegate-support,1457.507,1478.099,0.000,0.000,1168.818,1233.676,1238.528,2702.500,1303.141,1
4.5-tally-dTilde,470.708,473.479,0.000,0.000,1168.820,1223.161,1223.161,2702.031,0.000,1
4.6-tally-Dw+dTilde,3061.418,3096.004,0.000,0.000,1162.570,1180.088,2195.616,2702.500,2127.090,2
4.7-tally-vote-weight-product,1519.238,1599.000,0.000,0.000,1158.572,93.745,1248.802,2702.500,1291.629,1
5-threshold-decrypt-verify,39.186,66.864,30.212,53.037,28.664,6.887,6.887,2702.500,0.000,2
