component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,46.667,52.834,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,811.389,840.769,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14987.329,15274.600,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,494.558,569.983,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,107942.336,109241.553,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,1995.064,2018.059,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,34.900,62.853,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
