phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,18.992,32.082,0.000,0.000,2.082,9.606,9.606,22.344,0.000,3
2-bgv-setup,15751.589,16169.374,15672.279,16066.649,9.633,1881.701,2660.566,2710.625,2717.262,18
3-pre-election-weight-input-preparation,740.807,817.213,0.000,0.000,1161.613,1298.938,1298.938,2710.594,1891.812,1
3.1-benchmark-input-fixture-preparation,36.086,49.097,0.000,0.000,1289.882,1300.923,1300.923,2710.406,0.000,1
4.1-streamed-input-reception-and-aggregation,127333.720,128332.977,0.000,0.000,1297.884,1490.025,1521.364,2710.594,1535.715,2
4.2-tally-periodic-echo-sequential,473.681,479.114,0.000,0.000,1490.037,1556.813,1556.813,2710.594,1550.246,1
4.1-streamed-input-reception-and-aggregation,1525.572,1570.062,0.000,0.000,1554.034,1753.139,1753.139,2710.594,1728.480,1
4.2-tally-periodic-echo-sequential,6406.561,6484.599,0.000,0.000,1746.112,1591.641,2278.576,2710.594,2294.633,1
4.1-streamed-input-reception-and-aggregation,1586.740,1677.136,0.000,0.000,1554.061,1753.382,1753.475,2710.500,1809.000,1
4.2-tally-periodic-echo-sequential,6651.772,6713.319,0.000,0.000,1746.101,1591.648,2270.269,2710.500,2287.363,1
4.1-streamed-input-reception-and-aggregation,1529.261,1610.609,0.000,0.000,1554.069,1753.139,1753.139,2710.500,1775.512,1
4.2-tally-periodic-echo-sequential,6427.273,6490.506,0.000,0.000,1746.110,1591.653,2270.067,2710.500,2290.133,1
4.1-streamed-input-reception-and-aggregation,1477.824,1547.530,0.000,0.000,1554.076,1753.395,1753.395,2710.500,1782.594,1
4.2-tally-periodic-echo-sequential,6137.819,6200.837,0.000,0.000,1746.116,1591.661,2278.671,2710.500,2297.977,1
4.3-tally-lagrange-indicator,22239.936,22565.726,0.000,0.000,1413.572,1518.928,2279.635,2710.500,2298.402,1
4.4-tally-delegate-support,18134.513,18416.351,0.000,0.000,1477.334,1545.974,1795.842,2710.500,1810.676,1
4.5-tally-dTilde,6660.027,6774.364,0.000,0.000,1417.340,1385.188,1724.057,2710.500,1744.453,1
4.6-tally-Dw+dTilde,35350.148,35762.655,0.000,0.000,1321.083,1399.689,14995.330,15334.219,14434.730,4
4.7-tally-vote-weight-product,8843.686,9797.073,0.000,0.000,1317.118,165.277,1772.754,15334.500,14393.398,1
5-threshold-decrypt-verify,36.481,55.549,28.823,44.193,37.190,14.439,14.439,15333.781,0.000,1
