phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,39.166,45.232,0.000,0.000,0.553,8.189,8.189,19.406,0.000,4
2-bgv-setup,10888.554,10973.477,10832.456,10916.759,8.194,1879.238,2307.684,2927.375,2507.188,18
3-pre-election-weight-input-preparation,242.091,270.390,0.000,0.000,1159.144,1232.415,1232.415,2927.375,2938.355,1
4.1-streamed-input-reception-and-aggregation,4239210.822,4252251.590,0.000,0.000,1225.405,1330.374,2670.132,2927.375,2694.906,456
4.2-tally-periodic-echo-tree,2337.809,2371.156,0.000,0.000,1322.615,1389.895,1472.874,2927.062,1491.066,1
4.1-streamed-input-reception-and-aggregation,592.395,598.666,0.000,0.000,1354.618,1458.142,1458.142,2927.062,1508.754,1
4.2-tally-periodic-echo-tree,11118.944,11170.943,0.000,0.000,1450.633,1518.920,2152.687,2927.062,2170.191,1
4.1-streamed-input-reception-and-aggregation,598.571,621.439,0.000,0.000,1482.637,1585.658,1585.658,2927.062,1648.965,1
4.2-tally-periodic-echo-tree,11353.165,11422.003,0.000,0.000,1578.657,1518.927,2271.447,2927.031,2288.770,1
4.1-streamed-input-reception-and-aggregation,601.539,633.232,0.000,0.000,1482.644,1585.916,1585.916,2927.031,1900.070,1
4.2-tally-periodic-echo-tree,2471.761,2493.789,0.000,0.000,1578.661,1646.946,1802.258,2927.031,1821.402,1
4.1-streamed-input-reception-and-aggregation,606.256,608.374,0.000,0.000,1610.664,1713.685,1713.685,2927.031,0.000,1
4.2-tally-periodic-echo-tree,19878.489,19972.901,0.000,0.000,1706.679,1520.690,2941.328,2983.031,2953.785,1
4.3-tally-lagrange-indicator,8046.235,8158.539,0.000,0.000,1284.120,1353.897,1706.082,2983.031,1750.055,1
4.4-tally-delegate-support,7074.429,7132.878,0.000,0.000,1315.872,1380.662,1489.498,2983.031,1504.711,1
4.5-tally-dTilde,2343.062,2376.417,0.000,0.000,1287.870,1300.151,1463.530,2983.031,1482.516,1
4.6-tally-Dw+dTilde,26641.312,26581.257,0.000,0.000,1239.614,1286.142,15218.038,15242.969,14549.582,4
4.7-tally-vote-weight-product,3641.637,3969.447,0.000,0.000,1235.625,128.233,1467.573,15243.000,7605.820,1
5-threshold-decrypt-verify,28.665,37.312,21.936,25.360,35.702,13.940,13.940,15242.906,0.000,2
