phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.083,2.180,0.000,0.000,2.084,2.158,2.158,10.656,0.000,1
2-bgv-setup,14778.409,15124.880,14703.567,15024.904,2.163,1873.713,2881.993,2946.188,2836.395,22
3-pre-election-weight-input-preparation,49.805,68.092,0.000,0.000,1153.631,1170.936,1170.936,2946.406,0.000,1
4.1-streamed-input-reception-and-aggregation,109516.566,110805.375,0.000,0.000,1162.133,1182.044,2367.892,2946.594,2401.484,11
4.2-tally-periodic-echo-sequential,29.457,40.334,0.000,0.000,1174.266,1180.530,1180.530,2946.281,0.000,1
4.1-streamed-input-reception-and-aggregation,107714.741,109019.689,0.000,0.000,1178.254,1197.402,2399.313,2946.531,2435.379,11
4.2-tally-periodic-echo-sequential,401.100,493.288,0.000,0.000,1190.375,1213.934,1213.934,2946.031,0.000,1
4.1-streamed-input-reception-and-aggregation,109205.715,110495.816,0.000,0.000,1178.360,1197.520,2394.772,2946.438,2437.340,11
4.2-tally-periodic-echo-sequential,387.873,492.164,0.000,0.000,1190.492,1214.053,1236.118,2946.438,1377.293,1
4.1-streamed-input-reception-and-aggregation,106703.264,107949.320,0.000,0.000,1178.478,1197.581,2406.660,2946.438,2439.887,11
4.2-tally-periodic-echo-sequential,414.193,534.797,0.000,0.000,1190.583,1214.144,1214.144,2946.406,2144.660,1
4.1-streamed-input-reception-and-aggregation,107120.339,108477.266,0.000,0.000,1178.569,1198.450,2377.220,2946.406,2436.879,11
4.2-tally-periodic-echo-sequential,383.872,470.291,0.000,0.000,1190.672,1214.232,1214.232,2946.250,0.000,1
4.3-tally-lagrange-indicator,1290.477,1314.239,0.000,0.000,1165.914,1209.747,1248.731,2946.406,1305.453,1
4.4-tally-delegate-support,1213.221,1222.439,0.000,0.000,1169.652,1236.009,1240.684,2946.406,1305.457,1
4.5-tally-dTilde,415.877,418.176,0.000,0.000,1169.653,1225.495,1225.495,2946.219,0.000,1
4.6-tally-Dw+dTilde,5637.693,5706.730,0.000,0.000,1163.403,1181.465,3175.607,3366.375,3114.125,2
4.7-tally-vote-weight-product,1372.150,1529.187,0.000,0.000,1159.408,95.570,1255.460,3366.375,1295.285,1
5-threshold-decrypt-verify,33.813,59.205,26.315,46.480,29.489,7.211,7.211,3365.844,0.000,2
