phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.170,1.219,0.000,0.000,2.084,2.767,2.767,10.562,0.000,1
2-bgv-setup,16138.963,16486.309,16059.256,16381.515,2.767,1873.854,2973.011,3026.594,2954.660,21
3-pre-election-weight-input-preparation,94.669,120.654,0.000,0.000,1153.739,1179.045,1179.045,3026.188,0.000,1
3.1-benchmark-input-fixture-preparation,43.640,57.367,0.000,0.000,1169.997,1181.038,1181.038,3026.531,0.000,1
4.1-streamed-input-reception-and-aggregation,13227.755,13419.159,0.000,0.000,1174.498,1205.563,1212.182,3026.625,1310.648,1
4.2-tally-periodic-echo-tree,65.804,66.201,0.000,0.000,1198.530,1208.794,1208.794,3026.031,0.000,1
4.1-streamed-input-reception-and-aggregation,209.579,210.867,0.000,0.000,1206.518,1237.562,1237.562,3026.281,0.000,1
4.2-tally-periodic-echo-tree,2753.721,2777.609,0.000,0.000,1230.535,1272.602,1397.451,3026.594,1414.711,1
4.1-streamed-input-reception-and-aggregation,214.698,225.250,0.000,0.000,1238.525,1269.569,1269.569,3026.406,0.000,1
4.2-tally-periodic-echo-tree,2883.660,2906.669,0.000,0.000,1262.542,1272.604,1421.446,3026.531,1442.262,1
4.1-streamed-input-reception-and-aggregation,191.094,203.565,0.000,0.000,1238.528,1269.572,1269.572,3026.281,0.000,1
4.2-tally-periodic-echo-tree,31.290,32.829,0.000,0.000,1262.546,1272.814,1272.814,3026.531,1380.832,1
4.1-streamed-input-reception-and-aggregation,191.443,192.438,0.000,0.000,1270.538,1301.582,1301.582,3026.406,0.000,1
4.2-tally-periodic-echo-tree,5859.078,5910.785,0.000,0.000,1294.555,1272.618,1614.584,3026.531,1634.387,1
4.3-tally-lagrange-indicator,2561.046,2608.403,0.000,0.000,1181.540,1227.368,1298.418,3026.562,1344.141,1
4.4-tally-delegate-support,2481.191,2507.804,0.000,0.000,1189.279,1254.143,1274.502,3026.562,1326.875,1
4.5-tally-dTilde,847.036,853.825,0.000,0.000,1185.281,1233.628,1278.112,3026.562,1322.852,1
4.6-tally-Dw+dTilde,36242.406,36601.678,0.000,0.000,1173.030,1195.889,15136.765,15186.312,14419.348,4
4.7-tally-vote-weight-product,2104.201,2893.627,0.000,0.000,1169.073,97.740,1282.082,15186.531,9533.984,1
5-threshold-decrypt-verify,43.489,83.640,34.521,67.575,29.168,7.390,7.390,15186.406,0.000,2
