phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,8.327,17.790,0.000,0.000,2.083,5.794,5.794,18.344,0.000,2
2-bgv-setup,15619.407,15980.949,15543.205,15878.303,5.821,1877.385,2700.569,2966.594,2725.988,20
3-pre-election-weight-input-preparation,332.317,427.881,0.000,0.000,1157.298,1231.362,1231.362,2966.219,0.000,1
3.1-benchmark-input-fixture-preparation,37.850,52.676,0.000,0.000,1221.599,1232.600,1232.600,2966.594,1780.703,1
4.1-streamed-input-reception-and-aggregation,61374.596,61879.988,0.000,0.000,1227.560,1330.686,1344.603,2966.594,1371.629,1
4.2-tally-periodic-echo-sequential,237.524,239.143,0.000,0.000,1323.651,1357.919,1357.919,2966.344,0.000,1
4.1-streamed-input-reception-and-aggregation,759.661,783.609,0.000,0.000,1355.643,1458.697,1458.697,2966.594,1511.645,1
4.2-tally-periodic-echo-sequential,3065.469,3090.759,0.000,0.000,1451.669,1392.477,1717.560,2966.531,1743.648,1
4.1-streamed-input-reception-and-aggregation,753.945,793.472,0.000,0.000,1355.646,1458.700,1458.700,2966.531,1510.590,1
4.2-tally-periodic-echo-sequential,2996.132,3025.873,0.000,0.000,1451.673,1391.981,1725.113,2966.531,1750.484,1
4.1-streamed-input-reception-and-aggregation,752.781,788.787,0.000,0.000,1355.650,1458.704,1458.704,2966.531,1510.988,1
4.2-tally-periodic-echo-sequential,3037.130,3066.583,0.000,0.000,1451.678,1391.231,1732.414,2966.531,1757.582,1
4.1-streamed-input-reception-and-aggregation,821.321,875.171,0.000,0.000,1355.654,1458.708,1462.004,2966.500,1516.098,1
4.2-tally-periodic-echo-sequential,3075.602,3105.020,0.000,0.000,1451.681,1391.234,1740.439,2966.500,1761.648,1
4.3-tally-lagrange-indicator,10500.767,10643.882,0.000,0.000,1281.156,1352.499,1722.920,2966.500,1743.164,1
4.4-tally-delegate-support,9559.446,9685.008,0.000,0.000,1312.904,1379.277,1497.535,2966.500,1515.289,1
4.5-tally-dTilde,3121.527,3171.465,0.000,0.000,1284.908,1298.757,1460.022,2966.500,1481.887,1
4.6-tally-Dw+dTilde,36121.824,36556.325,0.000,0.000,1236.655,1283.527,15129.176,15242.469,14470.953,4
4.7-tally-vote-weight-product,4916.289,5782.965,0.000,0.000,1232.712,127.374,1492.766,15242.469,10824.121,1
5-threshold-decrypt-verify,45.674,90.035,31.595,48.099,32.795,10.527,10.527,15241.719,0.000,2
