component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,38.424,38.652,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,773.194,808.576,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14731.586,15031.075,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,3806.404,3996.136,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,60049.581,60825.534,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,300247.909,304127.670,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:threshold-decryption,31.595,48.099,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
