phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.253,0.252,0.000,0.000,2.079,2.031,2.031,10.500,0.000,1
2-bgv-setup,15823.140,16165.468,15739.960,16062.186,2.036,1873.093,2547.458,2810.594,2822.270,22
3-pre-election-weight-input-preparation,52.886,66.307,0.000,0.000,1153.005,1170.310,1170.310,2810.594,0.000,1
4.1-streamed-input-reception-and-aggregation,22600.607,22954.558,0.000,0.000,1161.508,1180.550,2329.408,2810.594,2369.141,3
4.2-tally-periodic-echo-tree,28.242,37.772,0.000,0.000,1173.549,1179.813,1179.813,2810.219,0.000,1
4.1-streamed-input-reception-and-aggregation,22384.737,22700.067,0.000,0.000,1177.537,1196.571,2394.087,2810.562,2413.281,3
4.2-tally-periodic-echo-tree,1339.437,1462.225,0.000,0.000,1189.571,1227.634,1288.105,2810.562,2257.086,1
4.1-streamed-input-reception-and-aggregation,22840.026,23073.756,0.000,0.000,1193.560,1212.601,2370.847,2810.562,2458.836,3
4.2-tally-periodic-echo-tree,1395.319,1481.502,0.000,0.000,1205.601,1228.164,1292.507,2810.562,1344.102,1
4.1-streamed-input-reception-and-aggregation,22100.027,22333.176,0.000,0.000,1193.587,1212.620,2407.714,2810.531,2427.062,3
4.2-tally-periodic-echo-tree,16.682,25.493,0.000,0.000,1205.621,1211.885,1211.885,2810.094,0.000,1
4.1-streamed-input-reception-and-aggregation,21929.255,22225.002,0.000,0.000,1209.609,1228.642,2405.460,2810.531,2443.055,3
4.2-tally-periodic-echo-tree,2823.610,2928.181,0.000,0.000,1221.642,1227.703,1376.814,2810.531,1395.922,1
4.3-tally-lagrange-indicator,1350.256,1371.236,0.000,0.000,1164.882,1206.707,1215.268,2810.531,1302.629,1
4.4-tally-delegate-support,1248.362,1268.095,0.000,0.000,1168.620,1233.480,1237.838,2810.531,1302.633,1
4.5-tally-dTilde,437.136,439.849,0.000,0.000,1168.624,1222.965,1222.965,2810.219,0.000,1
4.6-tally-Dw+dTilde,1427.999,1442.735,0.000,0.000,1162.373,1180.682,1670.972,2810.531,1650.207,1
4.7-tally-vote-weight-product,1439.700,1476.921,0.000,0.000,1158.374,93.036,1247.277,2810.500,1291.621,1
5-threshold-decrypt-verify,38.720,68.318,30.118,54.879,28.458,6.681,6.681,2810.281,0.000,2
