experiment_id,parameter_id,metric,samples,median,min,max
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-aggregate-initialization:cpu_ms,1,563.59,563.59,563.59
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-aggregate-initialization:wall_ms,1,552.514,552.514,552.514
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-estimated-full-server-aggregation:cpu_ms,1,25663.975,25663.975,25663.975
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-estimated-full-server-aggregation:wall_ms,1,28576.85,28576.85,28576.85
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-server-aggregation:cpu_ms,1,5132.795,5132.795,5132.795
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-server-aggregation:wall_ms,1,5715.37,5715.37,5715.37
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-simulated-client-input-preparation:cpu_ms,1,311228.897,311228.897,311228.897
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:4.1-simulated-client-input-preparation:wall_ms,1,310015.277,310015.277,310015.277
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:galois-key-generation:cpu_ms,1,2894.581,2894.581,2894.581
n10000-b5-k5-sequential-final,280b30ac4ba12742d6f6fc903f54352a70dd4b0188627fbf3d62115a88c42d06,component:multiparty:galois-key-generation:wall_ms,1,2858.668,2858.668,2858.668
