phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.136,1.183,0.000,0.000,2.090,2.081,2.081,10.281,0.000,1
2-bgv-setup,15259.357,15601.175,15183.330,15497.832,2.086,1873.132,2445.117,2662.594,2676.094,22
3-pre-election-weight-input-preparation,48.233,61.061,0.000,0.000,1153.044,1170.354,1170.354,2662.344,0.000,1
4.1-streamed-input-reception-and-aggregation,56592.631,57235.895,0.000,0.000,1161.552,1180.652,2346.414,2662.562,2397.816,6
4.2-tally-periodic-echo-tree,15.862,21.761,0.000,0.000,1173.625,1179.889,1179.889,2662.500,0.000,1
4.1-streamed-input-reception-and-aggregation,54438.216,55110.432,0.000,0.000,1177.613,1196.683,2364.808,2662.562,2432.637,6
4.2-tally-periodic-echo-tree,1360.847,1484.710,0.000,0.000,1189.683,1228.497,1260.834,2662.531,1328.254,1
4.1-streamed-input-reception-and-aggregation,54228.983,54855.886,0.000,0.000,1193.671,1212.773,2420.156,2662.531,2469.441,6
4.2-tally-periodic-echo-tree,1374.265,1474.908,0.000,0.000,1205.745,1227.805,1296.320,2662.500,1346.363,1
4.1-streamed-input-reception-and-aggregation,53546.590,54142.336,0.000,0.000,1193.731,1212.828,2416.333,2662.500,2464.203,6
4.2-tally-periodic-echo-tree,23.450,37.731,0.000,0.000,1205.830,1212.062,1261.284,2662.500,2412.379,1
4.1-streamed-input-reception-and-aggregation,53115.643,53736.386,0.000,0.000,1209.785,1230.380,2459.735,2662.469,2497.371,5
4.2-tally-periodic-echo-tree,2698.133,2815.145,0.000,0.000,1221.847,1228.407,1353.385,2662.438,1376.270,1
4.3-tally-lagrange-indicator,1294.976,1331.823,0.000,0.000,1165.086,1206.913,1245.997,2662.438,1302.484,1
4.4-tally-delegate-support,1575.369,1586.914,0.000,0.000,1168.824,1233.681,1237.946,2662.438,1302.484,1
4.5-tally-dTilde,469.662,474.475,0.000,0.000,1168.826,1223.168,1223.168,2662.438,1302.484,1
4.6-tally-Dw+dTilde,3090.416,3135.769,0.000,0.000,1162.576,1180.095,2311.207,2662.438,2212.734,2
4.7-tally-vote-weight-product,1457.668,1539.175,0.000,0.000,1158.578,93.239,1221.183,2662.438,1293.438,1
5-threshold-decrypt-verify,42.124,71.156,33.333,57.629,28.661,6.884,6.884,2662.312,0.000,2
