component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,45.051,69.701,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,800.447,847.975,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14752.987,15297.415,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,36197.060,37438.628,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,603797.186,611903.671,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,3018985.932,3059518.355,"extrapolated from 500000 combined voter-period samples to n*T=2500000; estimate, not directly measured"
multiparty:threshold-decryption,32.395,49.566,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
