component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,42.691,50.350,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,814.193,847.761,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14812.589,15094.170,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,3871.755,4040.653,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,62156.008,62972.993,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,310780.042,314864.965,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:threshold-decryption,30.751,49.614,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
