phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.724,2.728,0.000,0.000,0.559,1.312,1.312,7.469,0.000,1
2-bgv-setup,10906.645,10988.528,10856.335,10936.973,1.317,1872.362,2424.259,2747.312,2626.527,22
3-pre-election-weight-input-preparation,49.598,49.719,0.000,0.000,1152.274,1169.537,1169.537,2747.312,2412.020,1
4.1-streamed-input-reception-and-aggregation,426241.610,427619.929,0.000,0.000,1160.777,1180.491,2370.944,2747.312,2396.391,52
4.2-tally-periodic-echo-tree,280.487,309.541,0.000,0.000,1172.984,1211.003,1211.003,2747.156,0.000,1
4.1-streamed-input-reception-and-aggregation,427957.960,429392.196,0.000,0.000,1176.983,1196.613,2401.190,2747.188,2428.277,51
4.2-tally-periodic-echo-tree,1421.688,1453.777,0.000,0.000,1189.105,1227.124,1307.844,2747.125,1326.816,1
4.1-streamed-input-reception-and-aggregation,426937.649,428150.000,0.000,0.000,1193.103,1213.504,2434.829,2747.125,2458.691,50
4.2-tally-periodic-echo-tree,1343.786,1382.710,0.000,0.000,1205.260,1227.261,1304.019,2747.031,2458.691,1
4.1-streamed-input-reception-and-aggregation,426683.711,427886.871,0.000,0.000,1193.240,1213.621,2436.328,2747.031,2459.531,50
4.2-tally-periodic-echo-tree,286.039,322.055,0.000,0.000,1205.364,1243.383,1243.383,2747.031,0.000,1
4.1-streamed-input-reception-and-aggregation,429518.345,430816.989,0.000,0.000,1209.363,1228.425,2467.895,2747.031,2492.215,50
4.2-tally-periodic-echo-tree,2395.981,2441.147,0.000,0.000,1221.463,1229.705,1382.437,2747.031,2354.359,1
4.3-tally-lagrange-indicator,1009.717,1016.472,0.000,0.000,1164.668,1206.439,1237.525,2747.000,1298.023,1
4.4-tally-delegate-support,882.451,885.650,0.000,0.000,1168.416,1233.448,1237.673,2747.000,1298.023,1
4.5-tally-dTilde,316.332,317.180,0.000,0.000,1168.416,1222.693,1222.693,2747.000,0.000,1
4.6-tally-Dw+dTilde,20223.601,20194.294,0.000,0.000,1162.166,1180.230,11647.275,11663.031,11310.738,4
4.7-tally-vote-weight-product,1134.658,1355.090,0.000,0.000,1158.215,92.829,1247.524,11663.031,3984.355,1
5-threshold-decrypt-verify,24.342,32.004,18.963,25.352,28.308,6.548,6.548,11662.938,0.000,2
