phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.399,0.428,0.000,0.000,2.095,2.040,2.040,10.375,0.000,1
2-bgv-setup,15313.119,15651.714,15241.684,15555.601,2.041,1873.095,2713.988,2846.562,2860.656,22
3-pre-election-weight-input-preparation,47.700,64.302,0.000,0.000,1153.007,1170.312,1170.312,2846.406,0.000,1
4.1-streamed-input-reception-and-aggregation,22585.447,22920.970,0.000,0.000,1161.509,1180.578,2216.204,2846.562,2330.926,3
4.2-tally-periodic-echo-tree,17.929,26.544,0.000,0.000,1173.593,1179.866,1180.694,2846.562,2245.031,1
4.1-streamed-input-reception-and-aggregation,22164.060,22464.653,0.000,0.000,1177.541,1196.573,2349.814,2846.562,2428.047,3
4.2-tally-periodic-echo-tree,1429.994,1521.749,0.000,0.000,1189.573,1227.636,1275.937,2846.562,1328.582,1
4.1-streamed-input-reception-and-aggregation,22311.648,22543.984,0.000,0.000,1193.561,1212.602,2377.693,2846.562,2408.953,3
4.2-tally-periodic-echo-tree,1404.599,1518.123,0.000,0.000,1205.602,1227.664,1296.153,2846.562,2263.223,1
4.1-streamed-input-reception-and-aggregation,22055.545,22285.230,0.000,0.000,1193.589,1212.623,2434.969,2846.562,2456.695,3
4.2-tally-periodic-echo-tree,18.003,28.061,0.000,0.000,1205.625,1211.888,1211.888,2846.438,0.000,1
4.1-streamed-input-reception-and-aggregation,22081.953,22366.078,0.000,0.000,1209.612,1228.644,2413.779,2846.531,2443.203,3
4.2-tally-periodic-echo-tree,2721.764,2835.099,0.000,0.000,1221.643,1228.958,1378.101,2846.531,1400.707,1
4.3-tally-lagrange-indicator,1230.565,1250.449,0.000,0.000,1164.883,1206.708,1229.352,2846.531,1301.742,1
4.4-tally-delegate-support,1312.290,1327.628,0.000,0.000,1168.621,1233.478,1237.482,2846.531,1301.742,1
4.5-tally-dTilde,406.084,410.599,0.000,0.000,1168.622,1222.964,1222.964,2846.531,1301.742,1
4.6-tally-Dw+dTilde,1471.958,1483.464,0.000,0.000,1162.372,1180.180,1424.127,2846.531,1441.219,1
4.7-tally-vote-weight-product,1371.066,1414.922,0.000,0.000,1158.373,93.036,1247.601,2846.500,1292.039,1
5-threshold-decrypt-verify,37.200,66.029,29.755,54.413,28.457,6.680,6.680,2846.062,0.000,2
