experiment_id,parameter_id,metric,samples,median,min,max
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-aggregate-initialization:cpu_ms,3,423.185,399.417,436.847
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-aggregate-initialization:wall_ms,3,407.465,391.59,411.815
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-server-aggregation:cpu_ms,3,1364.832,1364.194,1364.933
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-server-aggregation:wall_ms,3,1402.275,1393.068,1427.175
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-simulated-client-input-preparation:cpu_ms,3,85092.476,84723.108,86463.595
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:4.1-simulated-client-input-preparation:wall_ms,3,84753.194,84373.576,86116.456
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:galois-key-generation:cpu_ms,3,10337.255,10324.73,10385.362
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:galois-key-generation:wall_ms,3,10266.192,10254.735,10313.991
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:public-key-generation:cpu_ms,3,35.498,33.634,51.344
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:public-key-generation:wall_ms,3,34.883,32.975,50.357
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:relinearization-key-generation:cpu_ms,3,572.662,570.463,601.666
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:relinearization-key-generation:wall_ms,3,567.408,565.331,596.332
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:threshold-decryption:cpu_ms,3,24.751,23.687,24.983
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,component:multiparty:threshold-decryption:wall_ms,3,19.373,18.551,19.394
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,multiparty_tally_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:1-init-random-inputs:cpu_ms,3,0.149,0.121,0.162
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:1-init-random-inputs:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:1-init-random-inputs:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:1-init-random-inputs:wall_ms,3,0.149,0.121,0.157
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:2-bgv-setup:cpu_ms,3,11031.041,10985.791,11079.086
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:2-bgv-setup:multiparty_cpu_ms,3,10959.062,10931.026,11022.526
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:2-bgv-setup:multiparty_wall_ms,3,10881.881,10855.119,10945.208
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:2-bgv-setup:wall_ms,3,10953.155,10907.7,10999.226
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:3-pre-election-weight-input-preparation:cpu_ms,3,42.973,36.791,44.091
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:3-pre-election-weight-input-preparation:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:3-pre-election-weight-input-preparation:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:3-pre-election-weight-input-preparation:wall_ms,3,36.695,34.864,36.992
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.1-streamed-input-reception-and-aggregation:cpu_ms,3,86888.84599999999,86495.655,88273.76800000001
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.1-streamed-input-reception-and-aggregation:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.1-streamed-input-reception-and-aggregation:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.1-streamed-input-reception-and-aggregation:wall_ms,3,86578.766,86207.957,87938.824
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.2-tally-periodic-echo-sequential:cpu_ms,3,2765.6450000000004,2731.586,2821.774
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.2-tally-periodic-echo-sequential:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.2-tally-periodic-echo-sequential:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.2-tally-periodic-echo-sequential:wall_ms,3,2625.429,2592.442,2686.6479999999997
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.3-tally-lagrange-indicator:cpu_ms,3,1066.237,1049.234,1069.518
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.3-tally-lagrange-indicator:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.3-tally-lagrange-indicator:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.3-tally-lagrange-indicator:wall_ms,3,1061.661,1044.958,1062.804
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.4-tally-delegate-support:cpu_ms,3,902.565,866.994,918.89
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.4-tally-delegate-support:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.4-tally-delegate-support:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.4-tally-delegate-support:wall_ms,3,899.236,866.131,915.678
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.5-tally-dTilde:cpu_ms,3,314.372,305.55,354.379
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.5-tally-dTilde:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.5-tally-dTilde:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.5-tally-dTilde:wall_ms,3,313.902,304.634,350.682
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.6-tally-Dw+dTilde:cpu_ms,3,1044.806,1042.056,1054.424
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.6-tally-Dw+dTilde:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.6-tally-Dw+dTilde:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.6-tally-Dw+dTilde:wall_ms,3,1041.107,1038.275,1056.033
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.7-tally-vote-weight-product:cpu_ms,3,1146.081,1094.331,1154.68
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.7-tally-vote-weight-product:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.7-tally-vote-weight-product:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:4.7-tally-vote-weight-product:wall_ms,3,1128.912,1077.541,1137.846
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:5-threshold-decrypt-verify:cpu_ms,3,31.065,30.307,31.203
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:5-threshold-decrypt-verify:multiparty_cpu_ms,3,24.751,23.687,24.983
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:5-threshold-decrypt-verify:multiparty_wall_ms,3,19.373,18.551,19.394
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,phase:5-threshold-decrypt-verify:wall_ms,3,24.295,24.158,24.365
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,process_peak_rss_mib,3,2827.3203125,2827.21875,3036.60546875
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,server_observed_wall_ms:five_input_periods,3,8887.596,8853.075,8896.636
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,tally_observed_wall_ms:five_input_periods,3,8887.596,8853.075,8896.636
n200-b5-k5-sequential-none,b6d32fd776351a6027da236e563922da498bf63e403203fc0a96688b1faba823,tally_refresh_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-aggregate-initialization:cpu_ms,3,415.97,415.54,441.465
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-aggregate-initialization:wall_ms,3,404.821,402.683,419.333
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-server-aggregation:cpu_ms,3,1373.455,1360.066,1377.684
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-server-aggregation:wall_ms,3,1409.725,1366.84,1417.016
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-simulated-client-input-preparation:cpu_ms,3,85080.504,84836.28,85430.504
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:4.1-simulated-client-input-preparation:wall_ms,3,84690.846,84440.55,85108.941
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:galois-key-generation:cpu_ms,3,10408.322,10302.802,10447.872
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:galois-key-generation:wall_ms,3,10328.755,10228.913,10374.712
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:public-key-generation:cpu_ms,3,34.205,28.954,37.054
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:public-key-generation:wall_ms,3,33.47,28.225,36.324
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:relinearization-key-generation:cpu_ms,3,572.29,569.716,608.242
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:relinearization-key-generation:wall_ms,3,568.454,566.145,603.653
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:threshold-decryption:cpu_ms,3,24.505,23.381,25.109
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,component:multiparty:threshold-decryption:wall_ms,3,19.597,18.342,19.745
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,multiparty_tally_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:1-init-random-inputs:cpu_ms,3,0.186,0.114,0.189
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:1-init-random-inputs:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:1-init-random-inputs:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:1-init-random-inputs:wall_ms,3,0.186,0.114,0.189
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:2-bgv-setup:cpu_ms,3,11073.822,10963.518,11138.636
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:2-bgv-setup:multiparty_cpu_ms,3,11015.092,10909.297,11085.068
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:2-bgv-setup:multiparty_wall_ms,3,10931.225,10830.838,11006.592
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:2-bgv-setup:wall_ms,3,10988.076,10883.972,11057.295
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:3-pre-election-weight-input-preparation:cpu_ms,3,41.618,38.212,44.262
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:3-pre-election-weight-input-preparation:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:3-pre-election-weight-input-preparation:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:3-pre-election-weight-input-preparation:wall_ms,3,34.91,34.517,36.934
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.1-streamed-input-reception-and-aggregation:cpu_ms,3,86877.735,86621.25400000002,87258.081
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.1-streamed-input-reception-and-aggregation:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.1-streamed-input-reception-and-aggregation:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.1-streamed-input-reception-and-aggregation:wall_ms,3,86525.76499999998,86228.59599999999,86954.882
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.2-tally-periodic-echo-tree:cpu_ms,3,6045.153,5961.207,6249.341
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.2-tally-periodic-echo-tree:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.2-tally-periodic-echo-tree:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.2-tally-periodic-echo-tree:wall_ms,3,5900.187,5807.705,6092.433000000001
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.3-tally-lagrange-indicator:cpu_ms,3,1026.209,1018.547,1053.379
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.3-tally-lagrange-indicator:multiparty_cpu_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.3-tally-lagrange-indicator:multiparty_wall_ms,3,0.0,0.0,0.0
n200-b5-k5-tree-none,aa670250a76f1efa9be5ca68b2b5b1dbb1ae5a042c72a8181daf5b221d8788c9,phase:4.3-tally-lagrange-indicator:wall_ms,3,1016.705,1014.816,1043.747
