component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,41.978,56.372,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,794.207,829.253,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14764.644,15081.287,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,7572.462,7900.128,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,124508.894,126145.975,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,622544.473,630729.875,"extrapolated from 100000 combined voter-period samples to n*T=500000; estimate, not directly measured"
multiparty:threshold-decryption,28.414,43.400,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
