component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,42.084,48.699,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,792.995,815.117,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14554.625,14849.330,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,499.693,569.372,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2679187.431,2715523.669,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,60506.937,60571.232,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,28.483,57.741,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
