phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,21.202,38.299,0.000,0.000,2.079,9.607,9.607,22.188,0.000,3
2-bgv-setup,15663.637,16064.357,15582.266,15956.377,9.634,1881.226,2495.609,2826.562,2580.891,18
3-pre-election-weight-input-preparation,695.664,792.710,0.000,0.000,1161.111,1298.433,1298.433,2826.594,1904.848,1
3.1-benchmark-input-fixture-preparation,41.779,57.221,0.000,0.000,1289.379,1300.420,1300.420,2826.281,0.000,1
4.1-streamed-input-reception-and-aggregation,129226.255,130251.731,0.000,0.000,1297.381,1489.531,1521.625,2826.594,1535.773,2
4.2-tally-periodic-echo-tree,313.603,319.039,0.000,0.000,1489.539,1556.314,1712.173,2826.594,1751.297,1
4.1-streamed-input-reception-and-aggregation,1585.482,1603.057,0.000,0.000,1553.535,1752.602,1752.602,2826.562,1727.855,1
4.2-tally-periodic-echo-tree,23430.744,23683.499,0.000,0.000,1745.575,1846.192,3068.122,3085.812,3087.766,1
4.1-streamed-input-reception-and-aggregation,1503.482,1628.501,0.000,0.000,1809.604,2008.671,2008.671,3086.531,2012.609,1
4.2-tally-periodic-echo-tree,23449.325,23701.520,0.000,0.000,2001.644,1845.706,3324.038,3341.750,3343.863,1
4.1-streamed-input-reception-and-aggregation,1675.488,1812.989,0.000,0.000,1809.624,2008.691,2008.691,3342.531,2012.805,1
4.2-tally-periodic-echo-tree,306.337,311.655,0.000,0.000,2001.664,2068.440,2108.316,3342.531,2179.438,1
4.1-streamed-input-reception-and-aggregation,1582.585,1594.734,0.000,0.000,2065.661,2264.728,2264.728,3342.531,2286.324,1
4.2-tally-periodic-echo-tree,45957.216,46514.835,0.000,0.000,2257.700,1845.240,4440.846,4466.531,4475.613,2
4.3-tally-lagrange-indicator,21793.251,22281.198,0.000,0.000,1413.120,1516.476,2277.791,4466.531,2929.168,1
4.4-tally-delegate-support,18364.372,18665.392,0.000,0.000,1476.882,1543.298,1781.893,4466.500,1804.500,1
4.5-tally-dTilde,6472.231,6577.765,0.000,0.000,1416.928,1382.739,1808.604,4466.500,1831.484,1
4.6-tally-Dw+dTilde,35239.156,35673.655,0.000,0.000,1320.638,1399.267,15041.976,15350.094,14456.824,4
4.7-tally-vote-weight-product,8490.176,9490.279,0.000,0.000,1316.696,163.109,1770.991,15350.469,12934.309,1
5-threshold-decrypt-verify,35.442,54.736,27.993,42.824,36.770,14.525,14.525,15350.344,0.000,1
