phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.214,1.213,0.000,0.000,2.084,2.767,2.767,14.344,0.000,1
2-bgv-setup,4298.319,4478.026,4257.786,4420.469,2.772,531.707,707.433,862.031,724.387,19
3-pre-election-weight-input-preparation,77.545,79.099,0.000,0.000,332.156,347.838,347.838,862.625,0.000,1
3.1-benchmark-input-fixture-preparation,19.171,21.760,0.000,0.000,344.285,348.576,348.576,862.344,0.000,1
4.1-streamed-input-reception-and-aggregation,4919.680,5004.003,0.000,0.000,346.286,367.219,369.919,862.656,395.352,1
4.2-tally-periodic-echo-tree,26.730,26.872,0.000,0.000,364.313,371.203,371.203,862.531,0.000,1
4.1-streamed-input-reception-and-aggregation,139.594,140.255,0.000,0.000,370.302,391.097,391.097,862.562,0.000,1
4.2-tally-periodic-echo-tree,1770.557,1784.995,0.000,0.000,388.320,407.135,501.115,862.625,517.426,1
4.1-streamed-input-reception-and-aggregation,134.411,146.651,0.000,0.000,394.316,415.112,415.112,862.562,0.000,1
4.2-tally-periodic-echo-tree,1776.248,1791.624,0.000,0.000,412.335,407.142,528.159,862.562,547.691,1
4.1-streamed-input-reception-and-aggregation,147.817,166.237,0.000,0.000,394.319,415.114,415.114,862.562,0.000,1
4.2-tally-periodic-echo-tree,24.276,24.429,0.000,0.000,412.338,419.228,419.228,862.562,0.000,1
4.1-streamed-input-reception-and-aggregation,144.126,144.957,0.000,0.000,418.327,439.122,439.122,862.562,0.000,1
4.2-tally-periodic-echo-tree,3622.729,3657.033,0.000,0.000,436.346,407.149,653.786,862.562,668.328,1
4.2-tally-periodic-echo-tree,350.251,383.389,350.139,383.345,354.573,360.669,360.669,862.469,0.000,1
4.3-tally-lagrange-indicator,1615.157,1650.212,0.000,0.000,354.562,374.780,434.500,862.531,456.016,1
4.4-tally-delegate-support,1252.832,1271.920,0.000,0.000,360.442,383.421,394.081,862.531,413.160,1
4.5-tally-dTilde,471.498,481.057,0.000,0.000,355.941,368.163,401.548,862.531,420.539,1
4.6-tally-Dw+dTilde,6856.272,6949.408,0.000,0.000,346.815,358.227,2573.781,2946.281,2577.047,4
4.7-tally-vote-weight-product,852.844,1040.824,0.000,0.000,345.325,40.552,357.461,2946.531,2533.379,1
5-threshold-decrypt-verify,14.436,28.048,11.060,15.958,12.970,4.571,4.571,2946.188,0.000,2
