component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.228,50.671,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,799.223,821.620,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14901.146,15198.832,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,497.414,585.852,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2686266.771,2723380.168,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,64473.684,64588.592,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,37.247,75.369,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
