component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,41.364,49.056,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,765.891,797.340,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14872.413,15138.931,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,488.155,568.617,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,109232.870,110577.865,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,2394.665,2423.512,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,28.783,53.311,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
