phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.899,1.900,0.000,0.000,2.083,2.766,2.766,10.500,0.000,1
2-bgv-setup,4366.061,4562.561,4321.086,4498.808,2.772,531.707,762.674,846.062,789.383,20
3-pre-election-weight-input-preparation,78.841,92.909,0.000,0.000,332.156,347.838,347.838,846.656,0.000,1
3.1-benchmark-input-fixture-preparation,13.990,16.594,0.000,0.000,344.285,348.575,348.575,846.500,0.000,1
4.1-streamed-input-reception-and-aggregation,4992.477,5064.583,0.000,0.000,346.286,367.094,369.750,846.656,395.590,1
4.2-tally-periodic-echo-tree,32.920,33.131,0.000,0.000,364.314,371.205,371.205,846.656,0.000,1
4.1-streamed-input-reception-and-aggregation,140.727,141.479,0.000,0.000,370.303,391.099,391.099,846.656,0.000,1
4.2-tally-periodic-echo-tree,1821.667,1837.128,0.000,0.000,388.322,407.135,491.978,846.625,509.504,1
4.1-streamed-input-reception-and-aggregation,147.792,161.026,0.000,0.000,394.313,415.108,415.108,846.000,0.000,1
4.2-tally-periodic-echo-tree,1819.402,1836.806,0.000,0.000,412.332,407.140,516.045,846.594,535.941,1
4.1-streamed-input-reception-and-aggregation,159.787,174.657,0.000,0.000,394.316,415.112,415.112,846.594,0.000,1
4.2-tally-periodic-echo-tree,28.873,29.043,0.000,0.000,412.336,419.226,419.226,846.125,0.000,1
4.1-streamed-input-reception-and-aggregation,142.507,143.359,0.000,0.000,418.325,439.120,439.120,846.156,0.000,1
4.2-tally-periodic-echo-tree,3496.470,3527.626,0.000,0.000,436.343,407.148,644.760,846.594,661.145,1
4.2-tally-periodic-echo-tree,333.010,360.024,332.913,359.986,354.570,360.666,360.666,846.156,0.000,1
4.3-tally-lagrange-indicator,1611.279,1644.508,0.000,0.000,354.559,374.778,431.379,846.594,449.332,1
4.4-tally-delegate-support,1303.156,1322.657,0.000,0.000,360.439,383.419,394.047,846.594,411.348,1
4.5-tally-dTilde,487.785,496.327,0.000,0.000,355.939,368.154,390.972,846.594,408.121,1
4.6-tally-Dw+dTilde,6762.478,6872.968,0.000,0.000,346.813,358.264,2558.222,2962.344,2551.246,4
4.7-tally-vote-weight-product,832.435,1051.304,0.000,0.000,345.353,40.545,2198.049,2962.250,2866.492,1
5-threshold-decrypt-verify,19.322,34.195,12.534,24.632,12.965,4.566,4.566,2962.250,0.000,2
