phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,8.806,14.824,0.000,0.000,2.084,2.750,2.750,10.656,0.000,2
2-bgv-setup,15479.288,15802.009,15390.736,15689.409,2.777,1874.367,2724.002,2922.594,2697.809,21
3-pre-election-weight-input-preparation,51.630,65.119,0.000,0.000,1154.251,1171.556,1171.556,2922.312,0.000,1
4.1-streamed-input-reception-and-aggregation,548369.654,554508.009,0.000,0.000,1162.754,1183.820,2377.643,2922.594,2408.926,52
4.2-tally-periodic-echo-sequential,19.497,27.055,0.000,0.000,1175.288,1181.585,1181.585,2922.438,0.000,1
4.1-streamed-input-reception-and-aggregation,543562.407,550393.179,0.000,0.000,1179.277,1201.099,2410.782,2922.469,2442.031,51
4.2-tally-periodic-echo-sequential,395.129,471.347,0.000,0.000,1191.815,1215.376,1257.162,2922.406,1333.695,1
4.1-streamed-input-reception-and-aggregation,545532.189,552863.574,0.000,0.000,1179.801,1201.593,2407.722,2922.375,2442.906,51
4.2-tally-periodic-echo-sequential,391.378,463.806,0.000,0.000,1192.307,1215.867,1258.467,2922.312,1335.859,1
4.1-streamed-input-reception-and-aggregation,548066.169,555525.713,0.000,0.000,1180.292,1201.326,2411.702,2922.312,2444.430,51
4.2-tally-periodic-echo-sequential,393.834,467.690,0.000,0.000,1192.792,1217.103,1217.103,2921.656,0.000,1
4.1-streamed-input-reception-and-aggregation,549137.549,556426.818,0.000,0.000,1180.778,1201.015,2416.051,2922.312,2446.449,52
4.2-tally-periodic-echo-sequential,394.124,434.368,0.000,0.000,1193.236,1216.798,1216.798,2922.312,1913.105,1
4.3-tally-lagrange-indicator,1360.872,1371.692,0.000,0.000,1168.480,1211.806,1224.336,2922.312,1313.324,1
4.4-tally-delegate-support,1270.642,1327.544,0.000,0.000,1172.218,1238.579,1250.847,2922.281,1313.328,1
4.5-tally-dTilde,415.691,418.251,0.000,0.000,1172.222,1228.063,1228.063,2922.094,0.000,1
4.6-tally-Dw+dTilde,27948.863,28222.936,0.000,0.000,1165.971,1184.559,11457.473,11681.875,11154.934,4
4.7-tally-vote-weight-product,1544.864,2149.606,0.000,0.000,1161.998,98.661,1261.213,11682.281,10346.379,1
5-threshold-decrypt-verify,39.682,74.639,29.080,58.139,32.079,9.806,9.806,11681.844,0.000,2
