phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,65.015,113.874,0.000,0.000,2.078,40.133,40.133,62.094,0.000,3
2-bgv-setup,16364.204,17048.710,16281.163,16963.924,40.160,1912.251,2698.325,2898.594,2674.977,15
3-pre-election-weight-input-preparation,3059.130,3168.770,0.000,0.000,1192.135,1817.529,1874.955,2898.594,2027.828,1
3.1-benchmark-input-fixture-preparation,41.215,48.986,0.000,0.000,1808.473,1819.514,1819.514,2898.562,0.000,1
4.1-streamed-input-reception-and-aggregation,615552.146,620556.895,0.000,0.000,1831.727,2756.401,2811.293,2898.594,2825.012,6
4.2-tally-periodic-echo-sequential,2299.523,2320.466,0.000,0.000,2756.411,3067.219,4492.485,5246.344,4539.746,1
4.1-streamed-input-reception-and-aggregation,7059.833,7295.909,0.000,0.000,3064.440,3996.389,3996.389,5246.562,3946.961,1
4.2-tally-periodic-echo-sequential,31048.681,31453.162,0.000,0.000,3988.604,3104.091,6485.290,6526.344,6501.277,1
4.1-streamed-input-reception-and-aggregation,7117.685,7496.687,0.000,0.000,3064.506,3995.676,3995.676,6526.438,5690.141,1
4.2-tally-periodic-echo-sequential,30313.606,30705.504,0.000,0.000,3988.646,3104.622,6503.593,6526.438,6523.922,1
4.1-streamed-input-reception-and-aggregation,7152.651,7519.370,0.000,0.000,3064.535,3995.707,3995.707,6526.438,4003.043,1
4.2-tally-periodic-echo-sequential,30531.837,30970.164,0.000,0.000,3988.677,3103.400,6512.229,6529.969,6532.449,1
4.1-streamed-input-reception-and-aggregation,7356.869,7733.045,0.000,0.000,3064.565,3996.739,3996.739,6530.438,4004.910,1
4.2-tally-periodic-echo-sequential,31965.697,32375.728,0.000,0.000,3988.706,3104.683,6498.273,6530.438,6514.734,1
4.3-tally-lagrange-indicator,106755.223,108787.537,0.000,0.000,2420.768,2772.227,4768.832,6530.438,4839.723,2
4.4-tally-delegate-support,86183.194,87692.801,0.000,0.000,2728.624,2798.069,4084.002,6530.438,4101.840,1
4.5-tally-dTilde,30755.778,31380.594,0.000,0.000,2424.648,2029.738,3735.832,6530.406,3759.531,1
4.6-tally-Dw+dTilde,35919.164,36563.288,0.000,0.000,1962.361,2284.785,15734.998,16033.656,15428.867,4
4.7-tally-vote-weight-product,36236.886,37770.834,0.000,0.000,1958.441,391.987,3907.228,16034.375,11470.152,2
5-threshold-decrypt-verify,40.397,61.909,33.127,51.083,68.448,45.697,45.697,16034.375,0.000,1
