phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.115,1.114,0.000,0.000,2.080,2.080,2.080,10.406,0.000,1
2-bgv-setup,15471.903,15803.184,15390.247,15700.199,2.080,1873.665,2623.722,2818.344,2601.871,22
3-pre-election-weight-input-preparation,49.468,61.364,0.000,0.000,1153.549,1170.859,1170.859,2818.531,0.000,1
4.1-streamed-input-reception-and-aggregation,56992.888,57696.786,0.000,0.000,1162.057,1181.916,2319.203,2818.562,2396.176,6
4.2-tally-periodic-echo-sequential,23.021,31.094,0.000,0.000,1174.138,1180.402,1180.402,2818.562,0.000,1
4.1-streamed-input-reception-and-aggregation,56510.486,57135.712,0.000,0.000,1178.126,1197.195,2395.974,2818.562,2433.605,6
4.2-tally-periodic-echo-sequential,399.354,475.953,0.000,0.000,1190.195,1214.256,1214.256,2818.469,0.000,1
4.1-streamed-input-reception-and-aggregation,55370.259,55970.975,0.000,0.000,1178.181,1198.035,2399.836,2818.562,2434.188,6
4.2-tally-periodic-echo-sequential,452.079,555.529,0.000,0.000,1190.256,1213.817,1216.609,2818.531,1968.738,1
4.1-streamed-input-reception-and-aggregation,55998.836,56625.293,0.000,0.000,1178.242,1197.302,2377.996,2818.500,2436.344,6
4.2-tally-periodic-echo-sequential,409.911,485.110,0.000,0.000,1190.304,1213.864,1213.864,2818.500,0.000,1
4.1-streamed-input-reception-and-aggregation,55219.057,55852.317,0.000,0.000,1178.290,1197.350,2389.753,2818.500,2435.078,6
4.2-tally-periodic-echo-sequential,407.274,488.491,0.000,0.000,1190.356,1213.916,1213.916,2818.281,0.000,1
4.3-tally-lagrange-indicator,1373.751,1394.414,0.000,0.000,1165.598,1208.925,1217.744,2818.438,1303.129,1
4.4-tally-delegate-support,1231.444,1243.414,0.000,0.000,1169.336,1235.693,1240.105,2818.438,1303.133,1
4.5-tally-dTilde,409.737,411.192,0.000,0.000,1169.337,1225.179,1225.179,2818.438,0.000,1
4.6-tally-Dw+dTilde,3087.212,3125.580,0.000,0.000,1163.087,1180.605,2160.162,2818.438,2093.965,2
4.7-tally-vote-weight-product,1559.792,1649.826,0.000,0.000,1159.089,95.259,1250.338,2818.438,1293.895,1
5-threshold-decrypt-verify,47.103,79.449,38.534,66.547,29.178,6.900,6.900,2818.250,0.000,2
