phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.840,0.840,0.000,0.000,0.547,0.691,0.691,7.438,0.000,1
2-bgv-setup,10962.933,11049.411,10897.894,10980.741,0.691,1872.249,2441.028,2987.312,2998.758,24
3-pre-election-weight-input-preparation,33.934,40.901,0.000,0.000,1152.162,1169.424,1169.424,2987.312,0.000,1
4.1-streamed-input-reception-and-aggregation,85934.368,86208.345,0.000,0.000,1160.665,1180.466,2344.785,2987.312,2394.160,11
4.2-tally-periodic-echo-sequential,331.012,355.938,0.000,0.000,1172.707,1212.226,1212.226,2987.281,0.000,1
4.1-streamed-input-reception-and-aggregation,85660.094,85933.915,0.000,0.000,1176.705,1196.521,2394.234,2987.281,2425.473,11
4.2-tally-periodic-echo-sequential,569.496,599.431,0.000,0.000,1188.764,1212.281,1212.281,2987.219,0.000,1
4.1-streamed-input-reception-and-aggregation,86824.337,87140.060,0.000,0.000,1176.760,1195.813,2396.896,2987.219,2424.914,11
4.2-tally-periodic-echo-sequential,568.732,599.863,0.000,0.000,1188.807,1212.324,1260.580,2987.125,1324.137,1
4.1-streamed-input-reception-and-aggregation,85650.212,85915.375,0.000,0.000,1176.803,1195.869,2389.094,2987.125,2424.906,11
4.2-tally-periodic-echo-sequential,594.312,628.811,0.000,0.000,1188.871,1214.144,1240.591,2987.094,1325.727,1
4.1-streamed-input-reception-and-aggregation,86240.088,86413.198,0.000,0.000,1176.868,1195.896,2353.739,2987.094,2426.734,11
4.2-tally-periodic-echo-sequential,615.073,645.575,0.000,0.000,1188.896,1213.168,1248.673,2987.062,1324.719,1
4.3-tally-lagrange-indicator,1143.087,1150.021,0.000,0.000,1164.139,1207.412,1238.030,2987.062,1298.219,1
4.4-tally-delegate-support,933.339,937.104,0.000,0.000,1167.887,1234.419,1238.145,2987.062,1298.219,1
4.5-tally-dTilde,298.719,299.551,0.000,0.000,1167.888,1223.665,1223.665,2987.062,0.000,1
4.6-tally-Dw+dTilde,4232.098,4225.813,0.000,0.000,1161.637,1179.652,3343.192,3359.062,3249.508,2
4.7-tally-vote-weight-product,1068.507,1130.855,0.000,0.000,1157.638,93.745,1247.960,3359.062,1288.051,1
5-threshold-decrypt-verify,23.079,28.904,18.184,22.335,27.718,5.451,5.451,3359.094,0.000,2
