phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,11.371,22.080,0.000,0.000,2.088,5.800,5.800,18.656,0.000,2
2-bgv-setup,15736.307,16075.810,15669.474,15992.281,5.827,1877.413,2275.847,2742.594,2753.730,20
3-pre-election-weight-input-preparation,350.534,429.056,0.000,0.000,1157.298,1230.613,1230.613,2742.594,1975.629,1
3.1-benchmark-input-fixture-preparation,38.511,51.898,0.000,0.000,1221.559,1232.600,1232.600,2742.469,0.000,1
4.1-streamed-input-reception-and-aggregation,63607.316,64156.945,0.000,0.000,1227.561,1330.685,1344.931,2742.594,1371.199,1
4.2-tally-periodic-echo-sequential,227.304,235.097,0.000,0.000,1323.650,1357.921,1494.139,2742.594,1535.074,1
4.1-streamed-input-reception-and-aggregation,752.164,765.796,0.000,0.000,1355.642,1458.696,1458.696,2742.562,0.000,1
4.2-tally-periodic-echo-sequential,3132.364,3159.206,0.000,0.000,1451.668,1391.263,1700.223,2742.562,1717.250,1
4.1-streamed-input-reception-and-aggregation,786.763,822.465,0.000,0.000,1355.678,1458.699,1744.393,2742.094,1735.758,1
4.2-tally-periodic-echo-sequential,3060.163,3089.536,0.000,0.000,1451.672,1391.225,1708.262,2742.531,1724.477,1
4.1-streamed-input-reception-and-aggregation,760.213,803.567,0.000,0.000,1355.649,1458.706,1458.706,2742.531,1504.949,1
4.2-tally-periodic-echo-sequential,3060.109,3088.392,0.000,0.000,1451.677,1391.230,1708.297,2742.531,1727.480,1
4.1-streamed-input-reception-and-aggregation,730.724,765.706,0.000,0.000,1355.654,1458.708,1458.708,2742.531,1507.926,1
4.2-tally-periodic-echo-sequential,3079.329,3114.864,0.000,0.000,1451.681,1391.236,1716.343,2742.500,1735.523,1
4.3-tally-lagrange-indicator,10672.035,10802.794,0.000,0.000,1281.156,1352.498,1731.118,2742.500,1748.930,1
4.4-tally-delegate-support,9731.007,9859.069,0.000,0.000,1312.904,1379.276,1501.725,2742.500,1516.672,1
4.5-tally-dTilde,3296.814,3343.976,0.000,0.000,1284.908,1298.754,1464.044,2742.500,1479.547,1
4.6-tally-Dw+dTilde,35596.779,35973.653,0.000,0.000,1236.655,1283.636,15237.116,15249.969,14564.652,4
4.7-tally-vote-weight-product,4926.602,5886.932,0.000,0.000,1232.712,126.907,1489.635,15250.469,6625.867,1
5-threshold-decrypt-verify,40.447,85.975,30.751,49.614,32.829,10.524,1500.317,15250.438,1478.469,2
