phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.733,2.746,0.000,0.000,0.559,1.317,1.317,7.438,0.000,1
2-bgv-setup,11003.141,11080.592,10947.472,11022.719,1.322,1872.114,2871.771,2919.344,2902.922,22
3-pre-election-weight-input-preparation,35.979,45.025,0.000,0.000,1116.021,1133.283,1133.283,2919.312,0.000,1
4.1-streamed-input-reception-and-aggregation,425807.503,427149.224,0.000,0.000,1124.529,1143.716,2291.463,2919.281,2322.418,54
4.2-tally-periodic-echo-tree,280.682,308.768,0.000,0.000,1136.716,1174.735,1174.735,2919.156,1437.305,1
4.1-streamed-input-reception-and-aggregation,424935.352,426254.361,0.000,0.000,1140.715,1159.851,2330.055,2919.156,2354.461,53
4.2-tally-periodic-echo-tree,1414.150,1442.623,0.000,0.000,1152.844,1190.863,1235.350,2919.125,1285.324,1
4.1-streamed-input-reception-and-aggregation,426393.524,427845.195,0.000,0.000,1156.843,1176.962,2363.094,2919.156,2385.125,52
4.2-tally-periodic-echo-tree,1329.701,1356.533,0.000,0.000,1168.954,1190.970,1267.644,2919.062,1303.109,1
4.1-streamed-input-reception-and-aggregation,427427.211,428841.524,0.000,0.000,1156.950,1176.332,2362.708,2919.094,2386.828,52
4.2-tally-periodic-echo-tree,282.679,314.740,0.000,0.000,1169.077,1207.096,1207.096,2919.094,1480.750,1
4.1-streamed-input-reception-and-aggregation,428495.473,429773.529,0.000,0.000,1173.075,1192.148,2396.564,2919.125,2419.523,51
4.2-tally-periodic-echo-tree,2610.268,2662.196,0.000,0.000,1185.142,1191.159,1349.173,2919.062,1367.703,1
4.3-tally-lagrange-indicator,1071.520,1076.589,0.000,0.000,1128.380,1170.150,1201.227,2919.062,1259.887,1
4.4-tally-delegate-support,889.212,892.412,0.000,0.000,1132.128,1197.159,1201.379,2919.062,1259.887,1
4.5-tally-dTilde,294.098,294.901,0.000,0.000,1132.128,1186.405,1186.405,2919.062,0.000,1
4.6-tally-Dw+dTilde,20047.057,20044.858,0.000,0.000,1125.877,1143.902,11255.726,11651.094,10934.031,4
4.7-tally-vote-weight-product,1109.664,1320.073,0.000,0.000,1121.891,92.752,1215.289,11651.062,10556.961,1
5-threshold-decrypt-verify,53.695,67.307,47.005,58.881,28.233,6.467,6.467,11651.031,0.000,2
