phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,11.313,21.880,0.000,0.000,2.083,5.793,5.793,14.469,0.000,2
2-bgv-setup,15508.336,15879.499,15432.350,15783.910,5.821,1877.411,2370.642,2702.594,2716.641,20
3-pre-election-weight-input-preparation,410.838,498.616,0.000,0.000,1157.296,1230.609,1230.609,2702.406,0.000,1
3.1-benchmark-input-fixture-preparation,38.606,53.859,0.000,0.000,1221.555,1232.597,1232.698,2702.594,1663.930,1
4.1-streamed-input-reception-and-aggregation,62778.049,63245.155,0.000,0.000,1227.558,1330.686,1344.838,2702.594,1378.652,1
4.2-tally-periodic-echo-sequential,277.973,282.909,0.000,0.000,1323.651,1358.422,1458.121,2702.562,1496.238,1
4.1-streamed-input-reception-and-aggregation,769.710,785.591,0.000,0.000,1355.643,1458.696,1458.696,2702.156,0.000,1
4.2-tally-periodic-echo-sequential,3072.009,3101.072,0.000,0.000,1451.669,1391.264,1700.089,2702.562,1718.047,1
4.1-streamed-input-reception-and-aggregation,712.723,750.391,0.000,0.000,1355.680,1458.701,1744.538,2702.469,1748.195,1
4.2-tally-periodic-echo-sequential,2938.618,2966.145,0.000,0.000,1451.673,1391.226,1716.288,2702.531,1730.867,1
4.1-streamed-input-reception-and-aggregation,744.269,781.140,0.000,0.000,1355.651,1458.705,1458.705,2702.531,1507.043,1
4.2-tally-periodic-echo-sequential,3018.406,3053.897,0.000,0.000,1451.678,1391.234,1724.354,2702.500,1746.352,1
4.1-streamed-input-reception-and-aggregation,792.699,833.662,0.000,0.000,1355.655,1458.709,1458.709,2702.500,1510.809,1
4.2-tally-periodic-echo-sequential,3217.435,3247.357,0.000,0.000,1451.682,1391.235,1724.361,2702.500,1742.762,1
4.3-tally-lagrange-indicator,10656.715,10799.736,0.000,0.000,1281.157,1352.500,1731.269,2702.500,1751.078,1
4.4-tally-delegate-support,8852.198,8974.878,0.000,0.000,1312.906,1379.527,1497.449,2702.500,1517.418,1
4.5-tally-dTilde,3204.300,3247.903,0.000,0.000,1284.910,1298.756,1464.044,2702.500,1482.254,1
4.6-tally-Dw+dTilde,35583.060,35966.162,0.000,0.000,1236.656,1283.567,14900.442,15257.781,14274.094,4
4.7-tally-vote-weight-product,4872.404,5764.536,0.000,0.000,1232.811,127.133,1492.718,15258.469,6094.008,1
5-threshold-decrypt-verify,40.897,79.970,29.590,45.362,32.797,10.519,10.519,15258.000,0.000,2
