phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,8.719,16.479,0.000,0.000,2.078,5.800,5.800,14.562,0.000,2
2-bgv-setup,4280.119,4485.761,4246.536,4442.886,5.827,534.761,582.543,798.625,803.969,17
3-pre-election-weight-input-preparation,282.118,318.452,0.000,0.000,335.210,386.903,386.903,798.469,0.000,1
3.1-benchmark-input-fixture-preparation,14.876,19.485,0.000,0.000,383.349,387.640,387.640,798.625,0.000,1
4.1-streamed-input-reception-and-aggregation,23019.101,23200.821,0.000,0.000,386.851,461.690,467.351,798.625,480.320,1
4.2-tally-periodic-echo-sequential,187.261,188.295,0.000,0.000,458.910,483.805,483.805,798.344,0.000,1
4.1-streamed-input-reception-and-aggregation,548.090,568.344,0.000,0.000,482.904,557.716,557.716,798.625,544.027,1
4.2-tally-periodic-echo-sequential,1831.772,1849.383,0.000,0.000,554.939,495.731,744.318,798.562,759.953,1
4.1-streamed-input-reception-and-aggregation,577.399,610.932,0.000,0.000,482.907,557.718,557.718,797.938,0.000,1
4.2-tally-periodic-echo-sequential,1866.349,1881.197,0.000,0.000,554.941,495.731,720.083,798.562,734.527,1
4.1-streamed-input-reception-and-aggregation,568.812,605.492,0.000,0.000,482.909,557.724,557.724,798.562,544.766,1
4.2-tally-periodic-echo-sequential,1828.250,1843.076,0.000,0.000,554.946,495.736,750.380,798.562,766.926,1
4.1-streamed-input-reception-and-aggregation,544.612,581.640,0.000,0.000,482.914,557.851,557.851,798.438,0.000,1
4.2-tally-periodic-echo-sequential,2004.264,2026.902,0.000,0.000,554.948,495.744,720.196,798.562,736.941,1
4.2-tally-periodic-echo-sequential,1247.127,1308.289,1246.663,1308.107,429.664,441.868,791.806,862.562,869.344,2
4.3-tally-lagrange-indicator,6564.155,6663.912,0.000,0.000,429.655,467.879,731.290,862.531,749.230,1
4.4-tally-delegate-support,4837.818,4917.325,0.000,0.000,453.541,476.528,562.365,862.531,579.652,1
4.5-tally-dTilde,1901.800,1936.615,0.000,0.000,431.038,416.248,526.680,862.531,547.793,1
4.6-tally-Dw+dTilde,6790.864,6927.194,0.000,0.000,394.906,424.476,2895.754,2990.438,2899.445,4
4.7-tally-vote-weight-product,2607.082,2832.960,0.000,0.000,393.416,61.382,537.494,2990.562,567.207,1
5-threshold-decrypt-verify,17.568,26.589,14.618,22.561,16.048,7.677,7.677,2990.344,0.000,1
