component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,18.336,25.231,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,240.613,264.785,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,3987.586,4152.870,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,2829.442,2966.511,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,22120.547,22392.266,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,110602.737,111961.330,"extrapolated from 50000 combined voter-period samples to n*T=250000; estimate, not directly measured"
multiparty:refresh,1246.649,1308.107,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:threshold-decryption,14.618,22.561,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
