phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.774,0.774,0.000,0.000,2.084,2.152,2.152,10.594,0.000,1
2-bgv-setup,15323.144,15679.003,15247.096,15582.551,2.157,1873.749,2909.168,2990.562,2931.254,22
3-pre-election-weight-input-preparation,74.146,100.942,0.000,0.000,1153.639,1170.944,1170.944,2990.531,0.000,1
4.1-streamed-input-reception-and-aggregation,111347.723,112690.898,0.000,0.000,1162.141,1181.298,2367.591,2990.531,2407.336,11
4.2-tally-periodic-echo-sequential,20.470,27.880,0.000,0.000,1174.270,1180.534,1180.534,2990.500,0.000,1
4.1-streamed-input-reception-and-aggregation,107136.153,108441.279,0.000,0.000,1178.258,1197.374,2376.583,2990.500,2438.484,11
4.2-tally-periodic-echo-sequential,387.408,484.893,0.000,0.000,1190.375,1214.186,1214.186,2990.500,2237.773,1
4.1-streamed-input-reception-and-aggregation,106474.302,107740.958,0.000,0.000,1178.361,1197.487,2401.807,2990.469,2438.223,11
4.2-tally-periodic-echo-sequential,386.061,477.711,0.000,0.000,1190.487,1214.048,1227.093,2990.438,1534.953,1
4.1-streamed-input-reception-and-aggregation,106386.588,107680.832,0.000,0.000,1178.473,1197.572,2406.674,2990.438,2437.047,11
4.2-tally-periodic-echo-sequential,390.610,488.213,0.000,0.000,1190.575,1214.137,1254.905,2990.438,1330.625,1
4.1-streamed-input-reception-and-aggregation,106757.316,108104.289,0.000,0.000,1178.561,1197.687,2385.865,2990.438,2440.930,11
4.2-tally-periodic-echo-sequential,400.697,494.723,0.000,0.000,1190.660,1214.221,1225.577,2990.406,1779.004,1
4.3-tally-lagrange-indicator,1355.778,1374.959,0.000,0.000,1165.903,1210.484,1232.523,2990.406,1304.832,1
4.4-tally-delegate-support,1224.771,1234.465,0.000,0.000,1169.640,1235.998,1240.639,2990.406,1304.832,1
4.5-tally-dTilde,413.714,418.335,0.000,0.000,1169.643,1225.486,1225.486,2990.406,1304.832,1
4.6-tally-Dw+dTilde,5676.540,5733.712,0.000,0.000,1163.394,1181.456,3337.769,3366.438,3253.320,2
4.7-tally-vote-weight-product,1454.001,1618.855,0.000,0.000,1159.399,95.560,1250.446,3366.406,1295.383,1
5-threshold-decrypt-verify,36.808,63.508,29.610,52.241,29.479,7.201,7.201,3366.438,0.000,2
