component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,17.654,22.555,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,231.985,245.675,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,3981.388,4141.309,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,715.184,778.871,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,4715.010,4777.343,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,23575.052,23886.715,"extrapolated from 10000 combined voter-period samples to n*T=50000; estimate, not directly measured"
multiparty:refresh,337.457,349.153,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:threshold-decryption,14.464,20.313,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
