phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,3.324,3.542,0.000,0.000,2.084,2.773,2.773,14.281,0.000,1
2-bgv-setup,4274.620,4465.445,4231.027,4409.539,2.773,531.708,583.260,778.688,789.562,20
3-pre-election-weight-input-preparation,64.487,74.958,0.000,0.000,332.156,348.089,348.089,778.500,0.000,1
3.1-benchmark-input-fixture-preparation,14.960,17.258,0.000,0.000,344.285,348.576,348.576,778.406,0.000,1
4.1-streamed-input-reception-and-aggregation,4934.073,5008.651,0.000,0.000,346.286,367.093,369.788,778.625,396.531,1
4.2-tally-periodic-echo-sequential,52.003,52.255,0.000,0.000,364.315,371.205,371.205,778.156,0.000,1
4.1-streamed-input-reception-and-aggregation,143.285,145.458,0.000,0.000,370.304,391.099,391.099,778.281,0.000,1
4.2-tally-periodic-echo-sequential,467.168,471.823,0.000,0.000,388.322,383.127,447.955,778.594,462.891,1
4.1-streamed-input-reception-and-aggregation,141.009,149.467,0.000,0.000,370.305,391.100,391.100,777.844,0.000,1
4.2-tally-periodic-echo-sequential,469.832,471.979,0.000,0.000,388.323,383.127,383.127,778.219,0.000,1
4.1-streamed-input-reception-and-aggregation,136.516,145.341,0.000,0.000,370.306,391.101,391.101,778.094,0.000,1
4.2-tally-periodic-echo-sequential,476.657,483.088,0.000,0.000,388.325,383.132,420.812,778.562,437.797,1
4.1-streamed-input-reception-and-aggregation,143.943,153.175,0.000,0.000,370.308,391.103,391.103,778.125,0.000,1
4.2-tally-periodic-echo-sequential,475.060,477.972,0.000,0.000,388.326,383.130,383.130,778.562,0.000,1
4.2-tally-periodic-echo-sequential,337.587,349.196,337.461,349.153,354.563,360.661,368.920,778.562,411.301,1
4.3-tally-lagrange-indicator,1613.624,1641.424,0.000,0.000,354.554,374.767,403.154,778.562,419.676,1
4.4-tally-delegate-support,1378.000,1402.500,0.000,0.000,360.431,383.414,398.778,778.562,413.195,1
4.5-tally-dTilde,490.876,494.412,0.000,0.000,355.932,368.145,368.145,778.562,0.000,1
4.6-tally-Dw+dTilde,6844.990,6944.140,0.000,0.000,346.805,358.247,2671.163,2950.156,2658.461,4
4.7-tally-vote-weight-product,869.556,1091.438,0.000,0.000,345.317,40.546,374.256,2950.594,1582.355,1
5-threshold-decrypt-verify,18.475,32.080,14.464,20.313,12.967,4.568,4.568,2950.531,0.000,2
