phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.502,0.502,0.000,0.000,2.084,2.035,2.035,10.656,0.000,1
2-bgv-setup,15435.487,15765.867,15354.620,15665.339,2.035,1873.594,2414.846,2670.594,2682.711,22
3-pre-election-weight-input-preparation,57.343,70.200,0.000,0.000,1153.507,1170.817,1170.817,2670.562,0.000,1
4.1-streamed-input-reception-and-aggregation,22717.009,23066.880,0.000,0.000,1162.015,1181.059,2274.150,2670.562,2350.926,3
4.2-tally-periodic-echo-sequential,21.782,30.004,0.000,0.000,1174.059,1180.323,1180.323,2670.219,0.000,1
4.1-streamed-input-reception-and-aggregation,22387.175,22687.607,0.000,0.000,1178.047,1197.083,2353.897,2670.562,2382.230,3
4.2-tally-periodic-echo-sequential,415.235,521.036,0.000,0.000,1190.083,1213.646,1253.847,2670.531,1328.258,1
4.1-streamed-input-reception-and-aggregation,22110.208,22343.728,0.000,0.000,1178.069,1197.109,2341.914,2670.531,2426.820,3
4.2-tally-periodic-echo-sequential,404.939,505.023,0.000,0.000,1190.110,1213.920,1213.920,2670.062,0.000,1
4.1-streamed-input-reception-and-aggregation,21851.457,22103.612,0.000,0.000,1178.095,1197.154,2335.970,2670.531,2429.633,3
4.2-tally-periodic-echo-sequential,396.991,491.602,0.000,0.000,1190.129,1213.689,1213.689,2670.250,0.000,1
4.1-streamed-input-reception-and-aggregation,22174.596,22434.404,0.000,0.000,1178.114,1197.147,2354.284,2670.531,2429.309,3
4.2-tally-periodic-echo-sequential,387.237,482.764,0.000,0.000,1190.148,1213.707,1213.707,2670.469,0.000,1
4.3-tally-lagrange-indicator,1307.475,1319.376,0.000,0.000,1165.389,1208.715,1217.281,2670.500,1302.145,1
4.4-tally-delegate-support,1353.196,1369.174,0.000,0.000,1169.127,1235.487,1239.828,2670.500,1302.145,1
4.5-tally-dTilde,452.400,454.661,0.000,0.000,1169.129,1224.971,1224.971,2670.500,0.000,1
4.6-tally-Dw+dTilde,1422.999,1438.772,0.000,0.000,1162.879,1180.939,1655.926,2670.500,1642.066,1
4.7-tally-vote-weight-product,1505.901,1549.417,0.000,0.000,1158.880,95.039,1249.269,2670.500,1293.223,1
5-threshold-decrypt-verify,45.480,76.101,36.487,62.480,28.960,6.682,6.682,2670.469,0.000,2
