component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.348,63.407,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,798.449,846.616,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14630.825,15198.311,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,36674.082,37878.924,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,614665.947,622567.239,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,3073329.737,3112836.195,"extrapolated from 500000 combined voter-period samples to n*T=2500000; estimate, not directly measured"
multiparty:threshold-decryption,27.751,42.583,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
