phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,67.382,103.187,0.000,0.000,2.088,40.138,40.138,61.844,0.000,3
2-bgv-setup,15548.469,16185.432,15472.623,16108.334,40.166,1911.718,2721.681,2850.594,2851.844,15
3-pre-election-weight-input-preparation,3422.246,3530.139,0.000,0.000,1191.631,1817.025,1971.211,2850.594,2049.109,1
3.1-benchmark-input-fixture-preparation,42.476,49.689,0.000,0.000,1807.969,1819.010,1819.010,2850.031,0.000,1
4.1-streamed-input-reception-and-aggregation,628109.435,632985.120,0.000,0.000,1831.223,2755.940,2809.151,2850.594,2821.926,6
4.2-tally-periodic-echo-tree,1422.072,1431.668,0.000,0.000,2755.946,3066.253,3291.515,4010.062,3336.172,1
4.1-streamed-input-reception-and-aggregation,7348.222,7465.604,0.000,0.000,3063.977,3996.152,3996.152,4022.031,4008.523,1
4.2-tally-periodic-echo-tree,113070.712,114683.583,0.000,0.000,3988.118,4335.077,7905.535,7946.469,7957.703,2
4.1-streamed-input-reception-and-aggregation,7342.602,7678.931,0.000,0.000,4296.240,5228.414,5228.414,7946.438,5203.809,1
4.2-tally-periodic-echo-tree,114421.567,116157.621,0.000,0.000,5220.380,4333.672,10387.714,10410.469,10425.625,2
4.1-streamed-input-reception-and-aggregation,7461.234,7973.089,0.000,0.000,4296.337,5228.261,5228.261,10410.438,5189.793,1
4.2-tally-periodic-echo-tree,1395.328,1407.664,0.000,0.000,5220.478,5530.786,6288.839,10410.438,6354.898,1
4.1-streamed-input-reception-and-aggregation,7223.525,7394.086,0.000,0.000,5528.510,6459.682,6459.682,10410.438,6451.367,1
4.2-tally-periodic-echo-tree,225988.456,229347.607,0.000,0.000,6452.650,4335.667,12869.943,12902.438,12924.152,2
4.3-tally-lagrange-indicator,103977.459,106300.050,0.000,0.000,2420.581,2770.531,4802.553,12902.438,8997.312,2
4.4-tally-delegate-support,90139.103,91795.454,0.000,0.000,2728.433,2796.131,4101.910,12902.406,4133.609,1
4.5-tally-dTilde,30340.011,31052.424,0.000,0.000,2424.463,2024.280,3740.969,12902.406,3774.125,1
4.6-tally-Dw+dTilde,36489.202,37081.211,0.000,0.000,1962.176,2284.812,15237.785,16034.281,15156.402,4
4.7-tally-vote-weight-product,35863.677,37420.038,0.000,0.000,1958.211,414.268,3870.456,16034.344,15063.875,2
5-threshold-decrypt-verify,34.892,54.098,27.751,42.583,68.223,45.973,45.973,16034.344,0.000,1
