component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,14.471,14.571,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,241.929,267.573,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,3895.298,4056.781,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,747.446,820.324,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,4738.431,4801.504,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,23692.159,24007.520,"extrapolated from 10000 combined voter-period samples to n*T=50000; estimate, not directly measured"
multiparty:refresh,318.416,350.770,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:threshold-decryption,13.337,20.192,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
