phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,61.850,95.420,0.000,0.000,2.088,40.133,40.133,62.031,0.000,3
2-bgv-setup,15711.833,16390.679,15629.697,16307.258,40.160,1912.219,2690.337,2822.594,2824.578,15
3-pre-election-weight-input-preparation,3439.287,3545.340,0.000,0.000,1192.132,1817.527,1930.603,2822.594,2092.484,1
3.1-benchmark-input-fixture-preparation,40.500,46.305,0.000,0.000,1808.471,1819.512,1819.512,2822.250,0.000,1
4.1-streamed-input-reception-and-aggregation,619923.494,624939.413,0.000,0.000,1831.724,2756.406,2808.906,2826.562,2823.184,6
4.2-tally-periodic-echo-sequential,2116.665,2132.950,0.000,0.000,2756.414,3066.743,4496.501,5242.531,4547.418,1
4.1-streamed-input-reception-and-aggregation,7265.860,7485.677,0.000,0.000,3064.466,3996.139,3996.139,5242.531,3928.086,1
4.2-tally-periodic-echo-sequential,30804.396,31189.089,0.000,0.000,3988.607,3103.334,6485.607,6529.875,6505.684,1
4.1-streamed-input-reception-and-aggregation,7253.797,7644.371,0.000,0.000,3064.498,3996.176,3996.176,6530.500,4976.188,1
4.2-tally-periodic-echo-sequential,30539.768,30965.645,0.000,0.000,3988.685,3104.622,6495.897,6530.469,6512.410,1
4.1-streamed-input-reception-and-aggregation,7326.267,7698.402,0.000,0.000,3064.533,3996.206,3996.206,6530.469,4192.793,1
4.2-tally-periodic-echo-sequential,30992.356,31443.010,0.000,0.000,3988.675,3104.694,6473.356,6533.750,6494.406,1
4.1-streamed-input-reception-and-aggregation,7293.207,7675.785,0.000,0.000,3064.564,3996.488,3996.488,6534.438,4022.938,1
4.2-tally-periodic-echo-sequential,30314.134,30707.021,0.000,0.000,3988.710,3105.941,6491.365,6534.406,6507.855,1
4.3-tally-lagrange-indicator,106548.592,108498.807,0.000,0.000,2420.769,2772.977,4802.796,6534.406,4855.473,2
4.4-tally-delegate-support,87490.364,89020.951,0.000,0.000,2728.623,2798.066,4082.843,6534.406,4098.336,1
4.5-tally-dTilde,30943.720,31621.782,0.000,0.000,2424.650,2027.477,3717.570,6534.406,3806.305,1
4.6-tally-Dw+dTilde,35472.495,36096.591,0.000,0.000,1962.363,2284.793,15549.414,16022.219,15347.605,4
4.7-tally-vote-weight-product,35951.752,37424.359,0.000,0.000,1958.444,376.461,3906.711,16022.406,10838.082,2
5-threshold-decrypt-verify,42.116,64.597,34.387,52.997,68.451,45.700,45.700,16022.375,0.000,1
