phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.263,2.262,0.000,0.000,2.084,2.767,2.767,13.969,0.000,1
2-bgv-setup,15342.550,15680.945,15256.696,15564.241,2.772,1874.365,2733.508,2922.531,2769.715,21
3-pre-election-weight-input-preparation,108.950,145.699,0.000,0.000,1154.248,1179.554,1179.554,2922.562,0.000,1
3.1-benchmark-input-fixture-preparation,38.460,52.154,0.000,0.000,1170.501,1181.542,1181.542,2922.562,0.000,1
4.1-streamed-input-reception-and-aggregation,13157.220,13319.256,0.000,0.000,1175.002,1206.065,1212.620,2922.594,1311.094,1
4.2-tally-periodic-echo-sequential,59.930,60.265,0.000,0.000,1199.032,1209.297,1209.297,2922.500,0.000,1
4.1-streamed-input-reception-and-aggregation,191.143,192.111,0.000,0.000,1207.020,1238.064,1238.064,2922.344,0.000,1
4.2-tally-periodic-echo-sequential,794.808,800.957,0.000,0.000,1231.079,1242.598,1242.598,2922.344,1311.195,1
4.1-streamed-input-reception-and-aggregation,187.117,189.913,0.000,0.000,1207.021,1238.098,1238.098,2922.219,0.000,1
4.2-tally-periodic-echo-sequential,764.033,769.170,0.000,0.000,1231.071,1242.597,1242.597,2922.562,1345.227,1
4.1-streamed-input-reception-and-aggregation,189.651,191.270,0.000,0.000,1207.023,1238.067,1238.067,2922.531,0.000,1
4.2-tally-periodic-echo-sequential,767.293,773.836,0.000,0.000,1231.083,1242.603,1242.603,2922.531,1345.230,1
4.1-streamed-input-reception-and-aggregation,190.289,191.244,0.000,0.000,1207.026,1238.070,1238.070,2922.375,0.000,1
4.2-tally-periodic-echo-sequential,762.214,768.373,0.000,0.000,1231.042,1242.601,1248.925,2922.531,1345.262,1
4.3-tally-lagrange-indicator,2710.633,2741.162,0.000,0.000,1182.032,1229.361,1312.577,2922.531,1339.359,1
4.4-tally-delegate-support,2652.079,2683.438,0.000,0.000,1189.772,1256.143,1276.492,2922.500,1327.352,1
4.5-tally-dTilde,876.471,883.384,0.000,0.000,1185.778,1235.625,1280.107,2922.500,1323.418,1
4.6-tally-Dw+dTilde,35809.497,36159.790,0.000,0.000,1173.528,1196.135,14898.087,15178.469,14228.742,4
4.7-tally-vote-weight-product,2067.865,2932.068,0.000,0.000,1169.577,100.251,1288.858,15178.438,14228.652,1
5-threshold-decrypt-verify,46.388,88.970,32.776,67.539,29.670,7.392,7.392,15178.375,0.000,2
