phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,9.471,16.652,0.000,0.000,2.083,5.794,5.794,14.500,0.000,2
2-bgv-setup,15553.032,15909.223,15478.725,15816.792,5.821,1876.909,2499.362,2718.469,2613.234,20
3-pre-election-weight-input-preparation,338.095,411.951,0.000,0.000,1156.794,1230.107,1230.107,2718.344,0.000,1
3.1-benchmark-input-fixture-preparation,39.768,54.863,0.000,0.000,1221.053,1232.094,1232.094,2718.500,0.000,1
4.1-streamed-input-reception-and-aggregation,63594.080,64119.530,0.000,0.000,1227.095,1330.192,1344.510,2718.594,1581.223,1
4.2-tally-periodic-echo-tree,176.835,177.770,0.000,0.000,1323.155,1357.423,1357.423,2717.750,0.000,1
4.1-streamed-input-reception-and-aggregation,741.063,749.419,0.000,0.000,1355.147,1458.203,1458.203,2718.594,1476.438,1
4.2-tally-periodic-echo-tree,11149.995,11260.398,0.000,0.000,1451.173,1517.254,2093.198,2718.562,2109.883,1
4.1-streamed-input-reception-and-aggregation,754.366,820.124,0.000,0.000,1483.175,1586.482,1586.482,2718.531,1649.121,1
4.2-tally-periodic-echo-tree,11025.300,11132.715,0.000,0.000,1579.202,1517.265,2229.332,2718.531,2245.949,1
4.1-streamed-input-reception-and-aggregation,798.295,871.103,0.000,0.000,1483.185,1586.244,1586.244,2718.531,1649.414,1
4.2-tally-periodic-echo-tree,133.987,134.752,0.000,0.000,1579.218,1613.486,1613.486,2717.938,0.000,1
4.1-streamed-input-reception-and-aggregation,709.829,721.741,0.000,0.000,1611.209,1714.265,1714.265,2718.469,1733.770,1
4.2-tally-periodic-echo-tree,22536.384,22755.717,0.000,0.000,1707.236,1517.292,2865.576,2906.469,2882.422,1
4.3-tally-lagrange-indicator,10725.615,10957.142,0.000,0.000,1280.690,1350.530,1721.288,2906.469,1912.742,1
4.4-tally-delegate-support,9534.457,9641.920,0.000,0.000,1312.441,1378.069,1496.729,2906.469,1514.043,1
4.5-tally-dTilde,3220.039,3278.934,0.000,0.000,1284.445,1296.790,1458.145,2906.469,1479.801,1
4.6-tally-Dw+dTilde,35238.825,35617.612,0.000,0.000,1236.191,1283.055,15026.393,15250.312,14384.285,4
4.7-tally-vote-weight-product,4921.370,5845.332,0.000,0.000,1232.238,125.404,1491.153,15250.469,12314.398,1
5-threshold-decrypt-verify,37.253,77.671,27.627,42.418,32.323,10.545,10.545,15250.125,0.000,2
