phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,66.440,95.221,0.000,0.000,2.088,40.133,40.133,62.188,0.000,3
2-bgv-setup,15194.819,15844.325,15120.475,15768.825,40.160,1911.741,2456.146,2782.625,2785.656,15
3-pre-election-weight-input-preparation,3318.875,3415.311,0.000,0.000,1191.626,1817.019,1837.259,2782.625,1996.371,1
3.1-benchmark-input-fixture-preparation,39.931,44.748,0.000,0.000,1807.963,1819.004,1819.004,2782.312,0.000,1
4.1-streamed-input-reception-and-aggregation,630541.717,635260.645,0.000,0.000,1831.216,2755.937,2809.952,2826.562,2823.684,6
4.2-tally-periodic-echo-tree,1492.264,1503.728,0.000,0.000,2755.941,3066.248,3295.519,4010.531,3342.789,1
4.1-streamed-input-reception-and-aggregation,7205.424,7377.523,0.000,0.000,3063.972,3995.395,4002.801,4022.438,4022.793,1
4.2-tally-periodic-echo-tree,113823.953,115377.118,0.000,0.000,3988.113,4334.321,7966.396,7982.469,7994.516,2
4.1-streamed-input-reception-and-aggregation,7450.482,7778.708,0.000,0.000,4296.232,5227.911,5227.911,7982.469,7709.176,1
4.2-tally-periodic-echo-tree,114449.432,116150.584,0.000,0.000,5220.378,4334.424,10411.974,10442.438,10461.273,2
4.1-streamed-input-reception-and-aggregation,7328.757,7816.098,0.000,0.000,4296.369,5228.010,5228.010,10442.406,10326.473,1
4.2-tally-periodic-echo-tree,1411.489,1425.019,0.000,0.000,5220.478,5531.288,5736.425,10442.406,5798.562,1
4.1-streamed-input-reception-and-aggregation,7211.926,7333.208,0.000,0.000,5528.509,6460.684,6465.579,10442.375,6505.938,1
4.2-tally-periodic-echo-tree,224738.876,228261.779,0.000,0.000,6452.650,4336.417,12894.589,12914.375,12933.973,2
4.3-tally-lagrange-indicator,104187.543,106557.390,0.000,0.000,2420.674,2769.287,4829.338,12914.375,5312.285,2
4.4-tally-delegate-support,85108.434,86688.378,0.000,0.000,2728.439,2795.633,4097.084,12914.344,4128.590,1
4.5-tally-dTilde,30523.428,31175.054,0.000,0.000,2424.466,2025.786,3754.481,12914.344,3791.367,1
4.6-tally-Dw+dTilde,36643.272,37333.556,0.000,0.000,1962.181,2284.061,15347.024,16034.031,15250.473,4
4.7-tally-vote-weight-product,35835.631,37366.800,0.000,0.000,1958.210,414.266,3874.151,16034.375,13897.320,2
5-threshold-decrypt-verify,34.960,54.151,26.763,41.259,68.221,45.971,45.971,16034.250,0.000,1
