phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.071,2.071,0.000,0.000,2.084,2.157,2.157,10.625,0.000,1
2-bgv-setup,16009.247,16341.901,15939.248,16251.707,2.157,1873.427,2944.868,2958.062,2973.266,22
3-pre-election-weight-input-preparation,48.997,50.270,0.000,0.000,1153.136,1170.440,1170.440,2957.906,0.000,1
4.1-streamed-input-reception-and-aggregation,111844.371,113154.974,0.000,0.000,1161.638,1180.794,2370.155,2958.562,2403.996,11
4.2-tally-periodic-echo-tree,16.465,22.187,0.000,0.000,1173.767,1180.031,1180.031,2958.531,0.000,1
4.1-streamed-input-reception-and-aggregation,111450.757,112755.653,0.000,0.000,1177.797,1197.655,2379.249,2958.531,2435.492,11
4.2-tally-periodic-echo-tree,1518.587,1627.228,0.000,0.000,1189.877,1227.939,1248.437,2958.500,1330.629,1
4.1-streamed-input-reception-and-aggregation,110502.367,111813.114,0.000,0.000,1193.898,1212.998,2432.468,2958.469,2468.832,11
4.2-tally-periodic-echo-tree,1423.370,1526.714,0.000,0.000,1205.997,1228.058,1264.721,2958.438,1347.668,1
4.1-streamed-input-reception-and-aggregation,111986.111,113306.378,0.000,0.000,1193.983,1213.097,2431.976,2958.438,2470.488,11
4.2-tally-periodic-echo-tree,14.362,20.513,0.000,0.000,1206.140,1212.396,1212.396,2957.906,0.000,1
4.1-streamed-input-reception-and-aggregation,109948.824,111364.089,0.000,0.000,1210.087,1230.010,2469.776,2958.406,2500.398,10
4.2-tally-periodic-echo-tree,2830.445,2941.702,0.000,0.000,1222.221,1228.263,2356.912,2958.375,2500.402,1
4.3-tally-lagrange-indicator,1289.259,1321.740,0.000,0.000,1165.441,1207.268,1246.785,2958.375,1304.324,1
4.4-tally-delegate-support,1371.548,1378.702,0.000,0.000,1169.180,1234.036,1238.740,2958.375,1304.660,1
4.5-tally-dTilde,456.560,472.407,0.000,0.000,1169.181,1223.524,1246.202,2958.375,1304.660,1
4.6-tally-Dw+dTilde,5907.517,5970.454,0.000,0.000,1162.931,1181.877,3345.144,3362.094,3265.086,2
4.7-tally-vote-weight-product,1495.955,1627.921,0.000,0.000,1158.937,93.597,1248.515,3362.375,1296.918,1
5-threshold-decrypt-verify,37.903,66.915,30.098,55.142,29.019,7.242,7.242,3362.344,0.000,2
