phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.171,1.172,0.000,0.000,2.084,2.772,2.772,14.250,0.000,1
2-bgv-setup,4259.398,4456.973,4222.584,4399.557,2.772,531.708,615.531,798.656,806.773,20
3-pre-election-weight-input-preparation,60.091,70.462,0.000,0.000,332.156,347.838,347.838,798.375,0.000,1
3.1-benchmark-input-fixture-preparation,16.434,20.043,0.000,0.000,344.285,348.576,348.576,798.062,0.000,1
4.1-streamed-input-reception-and-aggregation,4927.631,5007.663,0.000,0.000,346.287,367.094,369.750,798.656,396.855,1
4.2-tally-periodic-echo-sequential,42.756,42.982,0.000,0.000,364.314,371.204,371.204,798.188,0.000,1
4.1-streamed-input-reception-and-aggregation,138.734,141.948,0.000,0.000,370.303,391.098,391.098,798.219,0.000,1
4.2-tally-periodic-echo-sequential,473.025,475.414,0.000,0.000,388.321,383.167,383.167,798.594,0.000,1
4.1-streamed-input-reception-and-aggregation,140.158,150.152,0.000,0.000,370.336,391.100,449.409,798.625,442.273,1
4.2-tally-periodic-echo-sequential,464.012,466.302,0.000,0.000,388.323,383.126,383.126,798.312,0.000,1
4.1-streamed-input-reception-and-aggregation,140.489,148.159,0.000,0.000,370.305,391.101,391.101,798.594,0.000,1
4.2-tally-periodic-echo-sequential,472.888,477.464,0.000,0.000,388.325,383.130,423.834,798.594,440.293,1
4.1-streamed-input-reception-and-aggregation,139.745,145.536,0.000,0.000,370.308,391.103,391.103,798.281,0.000,1
4.2-tally-periodic-echo-sequential,468.405,471.204,0.000,0.000,388.326,383.130,383.130,798.156,0.000,1
4.2-tally-periodic-echo-sequential,328.575,344.075,328.424,343.946,354.563,360.663,400.992,798.594,429.016,1
4.3-tally-lagrange-indicator,1551.209,1582.833,0.000,0.000,354.554,374.768,407.705,798.562,424.590,1
4.4-tally-delegate-support,1412.118,1437.155,0.000,0.000,360.432,383.415,403.307,798.562,418.137,1
4.5-tally-dTilde,523.820,531.156,0.000,0.000,355.933,368.146,368.146,798.469,0.000,1
4.6-tally-Dw+dTilde,6848.871,6953.707,0.000,0.000,346.806,358.378,2689.802,2950.500,2676.551,4
4.7-tally-vote-weight-product,906.045,1083.965,0.000,0.000,345.323,40.298,377.013,2950.562,1087.258,1
5-threshold-decrypt-verify,18.440,34.470,12.441,17.291,12.968,4.569,4.569,2949.844,0.000,2
