phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,8.572,17.225,0.000,0.000,2.088,5.799,5.799,14.625,0.000,2
2-bgv-setup,15446.028,15800.676,15376.242,15713.606,5.826,1876.908,2510.497,2742.594,2752.988,20
3-pre-election-weight-input-preparation,328.527,331.577,0.000,0.000,1156.793,1230.106,1230.106,2742.594,0.000,1
3.1-benchmark-input-fixture-preparation,39.034,49.699,0.000,0.000,1221.052,1232.093,1232.093,2742.375,0.000,1
4.1-streamed-input-reception-and-aggregation,62826.082,63457.883,0.000,0.000,1227.053,1330.181,1344.571,2742.594,2078.305,1
4.2-tally-periodic-echo-tree,170.208,171.150,0.000,0.000,1323.146,1357.414,1357.414,2742.281,0.000,1
4.1-streamed-input-reception-and-aggregation,736.094,742.096,0.000,0.000,1355.138,1458.192,1458.192,2742.562,1474.895,1
4.2-tally-periodic-echo-tree,11436.085,11531.206,0.000,0.000,1451.165,1518.501,2126.809,2742.531,2144.832,1
4.1-streamed-input-reception-and-aggregation,771.375,821.674,0.000,0.000,1483.166,1586.220,1586.220,2742.531,0.000,1
4.2-tally-periodic-echo-tree,11297.309,11406.499,0.000,0.000,1579.192,1518.010,2242.243,2742.531,2257.113,1
4.1-streamed-input-reception-and-aggregation,744.993,805.059,0.000,0.000,1483.176,1586.263,1586.263,2742.031,0.000,1
4.2-tally-periodic-echo-tree,135.661,137.299,0.000,0.000,1579.236,1613.472,1613.472,2742.531,1647.141,1
4.1-streamed-input-reception-and-aggregation,730.310,734.021,0.000,0.000,1611.195,1714.249,1714.249,2742.406,0.000,1
4.2-tally-periodic-echo-tree,22216.649,22437.058,0.000,0.000,1707.221,1517.278,2897.971,2914.000,2915.070,1
4.3-tally-lagrange-indicator,10301.791,10512.765,0.000,0.000,1280.676,1350.518,1725.180,2914.500,1792.484,1
4.4-tally-delegate-support,8912.692,9026.698,0.000,0.000,1312.424,1377.560,1495.876,2914.500,1513.324,1
4.5-tally-dTilde,3038.547,3078.269,0.000,0.000,1284.433,1296.778,1458.116,2914.469,1480.262,1
4.6-tally-Dw+dTilde,35834.758,36255.502,0.000,0.000,1236.179,1282.795,15149.444,15246.312,14491.336,4
4.7-tally-vote-weight-product,4872.622,5816.882,0.000,0.000,1232.233,125.154,1490.910,15246.469,9710.719,1
5-threshold-decrypt-verify,42.545,88.039,27.206,42.578,32.323,10.545,10.545,15246.000,0.000,2
