component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,46.523,53.004,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,795.228,815.990,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14548.984,14820.415,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,495.842,570.105,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2673242.340,2708671.897,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,59689.256,59957.286,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,29.080,58.139,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
