phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.406,1.515,0.000,0.000,2.078,2.152,2.152,10.688,0.000,1
2-bgv-setup,15743.023,16064.780,15664.943,15962.099,2.157,1873.213,2552.354,2810.594,2822.684,22
3-pre-election-weight-input-preparation,64.983,84.082,0.000,0.000,1153.124,1170.429,1170.429,2810.031,0.000,1
4.1-streamed-input-reception-and-aggregation,112928.168,114246.193,0.000,0.000,1161.632,1180.786,2366.436,2810.562,2403.555,11
4.2-tally-periodic-echo-tree,18.630,25.638,0.000,0.000,1173.759,1180.023,1180.023,2810.375,0.000,1
4.1-streamed-input-reception-and-aggregation,111238.319,112586.397,0.000,0.000,1177.747,1196.897,2392.435,2810.531,2437.609,11
4.2-tally-periodic-echo-tree,1381.097,1483.428,0.000,0.000,1189.869,1227.932,1280.520,2810.531,1329.574,1
4.1-streamed-input-reception-and-aggregation,112066.277,113333.603,0.000,0.000,1193.858,1212.998,2429.017,2810.500,2466.879,11
4.2-tally-periodic-echo-tree,1354.073,1459.657,0.000,0.000,1205.997,1228.058,1264.716,2810.438,1347.547,1
4.1-streamed-input-reception-and-aggregation,110726.718,112021.942,0.000,0.000,1193.984,1213.091,2421.339,2810.438,2467.250,11
4.2-tally-periodic-echo-tree,16.778,24.980,0.000,0.000,1206.093,1212.356,1212.356,2810.156,0.000,1
4.1-streamed-input-reception-and-aggregation,110609.378,112000.380,0.000,0.000,1210.080,1230.728,2465.820,2810.438,2499.195,10
4.2-tally-periodic-echo-tree,2859.347,3009.817,0.000,0.000,1222.196,1228.257,1386.774,2810.406,1408.945,1
4.3-tally-lagrange-indicator,1340.038,1358.750,0.000,0.000,1165.436,1207.261,1238.588,2810.406,1303.758,1
4.4-tally-delegate-support,1250.758,1260.479,0.000,0.000,1169.174,1234.030,1238.706,2810.406,1303.758,1
4.5-tally-dTilde,419.931,435.847,0.000,0.000,1169.175,1223.519,1223.519,2810.406,1303.758,1
4.6-tally-Dw+dTilde,5781.801,5834.774,0.000,0.000,1162.926,1180.988,3329.270,3366.406,3240.832,2
4.7-tally-vote-weight-product,1467.872,1629.279,0.000,0.000,1158.931,93.593,1248.500,3366.406,1295.707,1
5-threshold-decrypt-verify,42.620,73.864,29.659,52.894,29.014,7.238,7.238,3366.375,0.000,2
