component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,43.914,49.474,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,775.443,804.750,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14427.737,14728.327,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,499.098,583.353,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,525878.322,532402.973,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,11413.847,11545.978,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,29.610,52.241,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
