component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,38.988,39.219,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,821.038,863.800,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,15017.860,15343.098,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,7566.071,7881.956,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,0.000,0.000,"execution-mode=sampled-server-benchmark; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,125194.639,126824.347,ciphertext additions into period aggregates; contains no input encoding or encryption
4.1-estimated-full-server-aggregation,625973.195,634121.735,"extrapolated from 100000 combined voter-period samples to n*T=500000; estimate, not directly measured"
multiparty:threshold-decryption,30.233,46.342,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
