phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.185,2.327,0.000,0.000,2.084,2.157,2.157,6.406,0.000,1
2-bgv-setup,15602.393,15962.551,15510.999,15852.462,2.163,1873.243,2578.853,2846.594,2858.656,22
3-pre-election-weight-input-preparation,75.934,103.855,0.000,0.000,1153.127,1170.432,1170.432,2846.562,0.000,1
4.1-streamed-input-reception-and-aggregation,111493.212,112794.893,0.000,0.000,1161.630,1180.789,2365.541,2846.562,2404.402,11
4.2-tally-periodic-echo-tree,15.338,22.294,0.000,0.000,1173.761,1180.025,1180.025,2846.531,0.000,1
4.1-streamed-input-reception-and-aggregation,110467.642,111748.771,0.000,0.000,1177.749,1196.869,2396.986,2846.531,2435.820,11
4.2-tally-periodic-echo-tree,1393.089,1489.354,0.000,0.000,1189.869,1227.934,1301.043,2846.500,1330.316,1
4.1-streamed-input-reception-and-aggregation,109446.144,110739.526,0.000,0.000,1193.858,1212.994,2433.777,2846.469,2470.742,11
4.2-tally-periodic-echo-tree,1424.079,1531.202,0.000,0.000,1205.993,1228.056,1317.525,2846.438,1348.250,1
4.1-streamed-input-reception-and-aggregation,110175.036,111476.191,0.000,0.000,1193.980,1213.084,2428.093,2846.438,2467.266,11
4.2-tally-periodic-echo-tree,15.613,24.360,0.000,0.000,1206.086,1212.349,1212.349,2846.094,0.000,1
4.1-streamed-input-reception-and-aggregation,111195.563,112667.044,0.000,0.000,1210.073,1230.702,2429.477,2846.406,2498.973,10
4.2-tally-periodic-echo-tree,2807.805,2924.312,0.000,0.000,1222.172,1228.233,1378.706,2846.406,1401.328,1
4.3-tally-lagrange-indicator,1371.875,1394.496,0.000,0.000,1165.411,1207.236,1226.520,2846.406,1304.457,1
4.4-tally-delegate-support,1580.318,1598.509,0.000,0.000,1169.149,1234.523,1240.215,2846.406,1304.469,1
4.5-tally-dTilde,445.912,448.577,0.000,0.000,1169.165,1223.506,1223.506,2845.781,0.000,1
4.6-tally-Dw+dTilde,5921.989,5991.328,0.000,0.000,1162.914,1180.977,3123.553,3362.406,3068.078,2
4.7-tally-vote-weight-product,1563.227,1730.199,0.000,0.000,1158.920,93.835,1249.735,3362.406,2018.316,1
5-threshold-decrypt-verify,36.331,67.543,28.774,54.910,29.004,7.227,7.227,3362.406,0.000,2
