phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,9.136,19.319,0.000,0.000,2.083,5.794,5.794,14.562,0.000,2
2-bgv-setup,4300.027,4496.777,4265.662,4451.175,5.827,534.761,584.423,794.625,803.781,17
3-pre-election-weight-input-preparation,224.238,259.902,0.000,0.000,335.209,386.902,386.902,794.469,0.000,1
3.1-benchmark-input-fixture-preparation,15.408,19.168,0.000,0.000,383.349,387.640,387.640,794.219,0.000,1
4.1-streamed-input-reception-and-aggregation,24578.689,24762.823,0.000,0.000,386.851,461.698,467.633,794.625,481.121,1
4.2-tally-periodic-echo-tree,113.515,114.118,0.000,0.000,458.913,483.809,483.809,793.906,0.000,1
4.1-streamed-input-reception-and-aggregation,543.048,551.354,0.000,0.000,482.908,557.719,557.719,794.344,0.000,1
4.2-tally-periodic-echo-tree,7184.629,7242.432,0.000,0.000,554.942,592.402,1047.061,1066.219,1067.227,1
4.1-streamed-input-reception-and-aggregation,587.956,638.035,0.000,0.000,578.947,653.758,653.758,1066.219,0.000,1
4.2-tally-periodic-echo-tree,7149.177,7202.594,0.000,0.000,650.981,592.409,1103.645,1161.938,1121.023,1
4.1-streamed-input-reception-and-aggregation,594.446,666.399,0.000,0.000,578.955,653.769,653.769,1162.531,735.805,1
4.2-tally-periodic-echo-tree,113.188,113.752,0.000,0.000,650.991,675.887,675.887,1161.969,0.000,1
4.1-streamed-input-reception-and-aggregation,531.321,537.171,0.000,0.000,674.985,749.798,749.798,1162.531,762.008,1
4.2-tally-periodic-echo-tree,14117.766,14260.235,0.000,0.000,747.021,591.793,1445.486,1498.531,1508.938,2
4.2-tally-periodic-echo-tree,1244.118,1335.800,1243.614,1335.603,429.686,441.862,847.030,1498.531,866.637,2
4.3-tally-lagrange-indicator,6498.636,6601.974,0.000,0.000,429.677,467.904,757.314,1498.531,779.676,1
4.4-tally-delegate-support,4963.685,5048.216,0.000,0.000,453.564,476.554,569.954,1498.531,587.895,1
4.5-tally-dTilde,1922.065,1953.662,0.000,0.000,431.064,416.304,500.900,1498.531,521.844,1
4.6-tally-Dw+dTilde,6851.482,6963.065,0.000,0.000,394.963,424.505,2617.785,2990.562,2655.109,4
4.7-tally-vote-weight-product,2493.691,2704.936,0.000,0.000,393.445,61.414,549.844,2990.562,2067.793,1
5-threshold-decrypt-verify,21.060,32.198,16.366,24.539,16.078,7.707,7.707,2990.375,0.000,1
