phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,22.448,43.254,0.000,0.000,2.083,9.606,9.606,18.625,0.000,3
2-bgv-setup,15775.014,16178.439,15700.239,16081.308,9.633,1881.699,2665.243,2782.594,2796.289,19
3-pre-election-weight-input-preparation,701.509,711.410,0.000,0.000,1161.612,1299.687,1299.687,2782.625,2782.715,1
3.1-benchmark-input-fixture-preparation,39.377,54.221,0.000,0.000,1289.881,1300.922,1300.922,2782.625,0.000,1
4.1-streamed-input-reception-and-aggregation,129717.159,130768.078,0.000,0.000,1297.883,1490.030,1521.246,2782.625,1536.348,2
4.2-tally-periodic-echo-sequential,457.160,459.593,0.000,0.000,1490.040,1556.311,1556.311,2782.344,0.000,1
4.1-streamed-input-reception-and-aggregation,1438.556,1486.623,0.000,0.000,1554.035,1753.105,1753.105,2782.594,1745.254,1
4.2-tally-periodic-echo-sequential,6333.163,6406.290,0.000,0.000,1746.075,1591.637,2270.264,2782.562,2286.926,1
4.1-streamed-input-reception-and-aggregation,1450.177,1526.321,0.000,0.000,1554.057,1753.125,1753.125,2782.531,1800.562,1
4.2-tally-periodic-echo-sequential,6642.475,6709.074,0.000,0.000,1746.097,1592.649,2271.267,2782.531,2291.797,1
4.1-streamed-input-reception-and-aggregation,1527.059,1616.312,0.000,0.000,1554.065,1753.134,1753.134,2782.531,1776.246,1
4.2-tally-periodic-echo-sequential,6507.623,6580.053,0.000,0.000,1746.106,1591.651,2262.285,2782.531,2282.777,1
4.1-streamed-input-reception-and-aggregation,1517.911,1595.034,0.000,0.000,1554.072,1753.140,1753.140,2782.531,1763.434,1
4.2-tally-periodic-echo-sequential,6538.481,6601.980,0.000,0.000,1746.112,1591.656,2262.307,2782.531,2282.434,1
4.3-tally-lagrange-indicator,22568.522,22877.860,0.000,0.000,1413.609,1519.682,2281.109,2782.531,2301.863,1
4.4-tally-delegate-support,18470.310,18745.524,0.000,0.000,1477.333,1545.715,1795.774,2782.531,1815.043,1
4.5-tally-dTilde,6530.740,6625.729,0.000,0.000,1417.342,1385.187,1711.948,2782.531,1728.434,1
4.6-tally-Dw+dTilde,35771.165,36183.486,0.000,0.000,1321.085,1399.943,15204.577,15365.969,14565.023,4
4.7-tally-vote-weight-product,8677.294,9685.929,0.000,0.000,1317.127,166.539,1774.486,15366.469,10489.797,1
5-threshold-decrypt-verify,38.923,59.906,31.374,47.886,37.193,14.448,14.448,15366.156,0.000,1
