phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,2.023,2.104,0.000,0.000,2.084,2.772,2.772,14.625,0.000,1
2-bgv-setup,15986.655,16314.251,15911.408,16214.365,2.778,1873.898,2452.329,2926.562,2538.195,21
3-pre-election-weight-input-preparation,97.133,122.631,0.000,0.000,1153.783,1179.057,2915.308,2926.562,2937.508,1
3.1-benchmark-input-fixture-preparation,37.140,46.725,0.000,0.000,1170.003,1181.044,1181.044,2926.562,0.000,1
4.1-streamed-input-reception-and-aggregation,12605.389,12789.965,0.000,0.000,1174.505,1205.568,1212.086,2926.562,1310.211,1
4.2-tally-periodic-echo-tree,39.756,39.986,0.000,0.000,1198.535,1208.800,1208.800,2926.344,0.000,1
4.1-streamed-input-reception-and-aggregation,191.846,194.985,0.000,0.000,1206.524,1237.568,1237.568,2926.562,1310.285,1
4.2-tally-periodic-echo-tree,2769.423,2785.136,0.000,0.000,1230.541,1272.607,1389.310,2926.500,1405.559,1
4.1-streamed-input-reception-and-aggregation,201.577,213.702,0.000,0.000,1238.530,1269.575,1269.575,2926.500,1381.621,1
4.2-tally-periodic-echo-tree,2799.854,2823.717,0.000,0.000,1262.548,1272.610,1409.318,2926.500,1437.559,1
4.1-streamed-input-reception-and-aggregation,191.109,206.292,0.000,0.000,1238.535,1269.579,1269.579,2926.500,1380.316,1
4.2-tally-periodic-echo-tree,31.100,31.304,0.000,0.000,1262.553,1272.817,1272.817,2926.500,0.000,1
4.1-streamed-input-reception-and-aggregation,183.933,184.979,0.000,0.000,1270.541,1301.585,1301.585,2926.062,0.000,1
4.2-tally-periodic-echo-tree,5420.742,5462.195,0.000,0.000,1294.557,1272.623,1582.348,2926.500,1601.578,1
4.3-tally-lagrange-indicator,2597.122,2657.276,0.000,0.000,1181.545,1227.374,1310.585,2926.469,1336.852,1
4.4-tally-delegate-support,2414.250,2438.538,0.000,0.000,1189.285,1254.149,1274.347,2926.469,1326.254,1
4.5-tally-dTilde,915.825,926.089,0.000,0.000,1185.286,1233.633,1233.633,2926.469,1322.285,1
4.6-tally-Dw+dTilde,35899.425,36264.751,0.000,0.000,1173.036,1195.894,15017.970,15202.469,14315.023,4
4.7-tally-vote-weight-product,2569.604,3452.602,0.000,0.000,1169.080,98.250,1282.838,15202.469,12968.168,1
5-threshold-decrypt-verify,51.818,101.008,43.941,88.536,29.172,7.399,7.399,15202.375,0.000,2
