component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,44.734,52.204,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,799.257,831.105,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14605.927,14886.257,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,508.699,593.190,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,536305.381,542803.677,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,11126.478,11219.518,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,29.427,53.331,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
