phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,1.579,1.697,0.000,0.000,2.086,2.158,2.158,10.438,0.000,1
2-bgv-setup,15531.476,15874.275,15449.920,15769.566,2.158,1873.720,2863.723,2990.562,2837.195,22
3-pre-election-weight-input-preparation,54.666,73.077,0.000,0.000,1153.633,1170.938,1170.938,2990.406,0.000,1
4.1-streamed-input-reception-and-aggregation,110087.908,111378.020,0.000,0.000,1162.136,1181.287,2362.907,2990.562,2400.359,11
4.2-tally-periodic-echo-sequential,23.816,32.865,0.000,0.000,1174.259,1180.523,1180.523,2989.844,0.000,1
4.1-streamed-input-reception-and-aggregation,110791.651,112043.370,0.000,0.000,1178.247,1197.398,2404.766,2990.562,2437.492,11
4.2-tally-periodic-echo-sequential,400.749,496.724,0.000,0.000,1190.371,1213.940,1213.940,2990.250,0.000,1
4.1-streamed-input-reception-and-aggregation,109863.513,111133.317,0.000,0.000,1178.389,1197.494,2405.955,2990.500,2436.426,11
4.2-tally-periodic-echo-sequential,403.604,511.195,0.000,0.000,1190.495,1214.055,1227.100,2990.438,1771.336,1
4.1-streamed-input-reception-and-aggregation,108443.263,109831.694,0.000,0.000,1178.481,1197.607,2407.569,2990.438,2436.977,11
4.2-tally-periodic-echo-sequential,411.680,511.868,0.000,0.000,1190.581,1214.142,1236.384,2990.438,1331.195,1
4.1-streamed-input-reception-and-aggregation,109010.021,110340.073,0.000,0.000,1178.567,1197.666,2408.419,2990.438,2437.297,11
4.2-tally-periodic-echo-sequential,399.391,497.749,0.000,0.000,1190.667,1214.226,1214.226,2990.281,0.000,1
4.3-tally-lagrange-indicator,1315.362,1340.665,0.000,0.000,1165.909,1209.236,1259.674,2990.438,1304.121,1
4.4-tally-delegate-support,1198.417,1218.250,0.000,0.000,1169.647,1236.006,1240.711,2990.438,1304.121,1
4.5-tally-dTilde,408.673,410.688,0.000,0.000,1169.648,1225.490,1225.490,2990.156,0.000,1
4.6-tally-Dw+dTilde,5740.553,5799.514,0.000,0.000,1163.398,1181.460,3245.433,3366.031,3178.285,2
4.7-tally-vote-weight-product,1391.230,1563.398,0.000,0.000,1159.403,95.562,1223.927,3366.438,1296.180,1
5-threshold-decrypt-verify,37.319,65.911,29.427,53.331,29.483,7.205,7.205,3365.969,0.000,2
