phase,wall_ms,cpu_ms,multiparty_wall_ms,multiparty_cpu_ms,heap_start_mib,heap_end_mib,heap_peak_mib,heap_sys_peak_mib,rss_peak_mib,gc_count
1-init-random-inputs,0.477,0.518,0.000,0.000,2.080,2.029,2.029,14.656,0.000,1
2-bgv-setup,14918.400,15245.138,14847.503,15150.984,2.035,1873.121,2298.617,2754.031,2635.059,22
3-pre-election-weight-input-preparation,54.032,66.207,0.000,0.000,1153.005,1170.343,1170.343,2754.500,0.000,1
4.1-streamed-input-reception-and-aggregation,21456.035,21773.760,0.000,0.000,1161.547,1180.581,2345.138,2754.562,2629.691,3
4.2-tally-periodic-echo-tree,15.519,21.175,0.000,0.000,1173.554,1179.818,1179.818,2754.531,0.000,1
4.1-streamed-input-reception-and-aggregation,22735.032,23026.062,0.000,0.000,1177.542,1196.577,2370.110,2754.531,2427.645,3
4.2-tally-periodic-echo-tree,1402.613,1506.772,0.000,0.000,1189.576,1227.640,1275.935,2754.500,1328.578,1
4.1-streamed-input-reception-and-aggregation,22385.285,22616.631,0.000,0.000,1193.565,1212.633,2361.405,2754.500,2459.977,3
4.2-tally-periodic-echo-tree,1431.385,1555.219,0.000,0.000,1205.606,1227.666,1296.022,2754.500,1346.738,1
4.1-streamed-input-reception-and-aggregation,22635.213,22885.804,0.000,0.000,1193.592,1212.625,2362.024,2754.500,2460.656,3
4.2-tally-periodic-echo-tree,18.062,26.719,0.000,0.000,1205.627,1211.890,1211.890,2754.250,0.000,1
4.1-streamed-input-reception-and-aggregation,22247.136,22562.862,0.000,0.000,1209.614,1228.646,2431.960,2754.500,2457.270,3
4.2-tally-periodic-echo-tree,2750.763,2870.472,0.000,0.000,1221.646,1228.961,1386.134,2754.500,1408.926,1
4.3-tally-lagrange-indicator,1266.473,1290.568,0.000,0.000,1164.886,1206.712,1237.384,2754.500,1300.801,1
4.4-tally-delegate-support,1154.400,1162.837,0.000,0.000,1168.623,1233.480,1237.490,2754.469,1300.801,1
4.5-tally-dTilde,428.375,437.262,0.000,0.000,1168.624,1222.968,1235.701,2754.469,1300.801,1
4.6-tally-Dw+dTilde,1460.550,1471.258,0.000,0.000,1162.375,1180.182,1514.202,2754.469,1520.758,1
4.7-tally-vote-weight-product,1518.921,1571.742,0.000,0.000,1158.375,93.039,1247.611,2754.469,1291.609,1
5-threshold-decrypt-verify,42.433,72.708,34.455,59.951,28.459,6.682,6.682,2754.344,0.000,2
