component,wall_ms,cpu_ms,notes
multiparty:public-key-generation,44.244,49.856,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:relinearization-key-generation,807.482,833.206,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
multiparty:galois-key-generation,14777.367,15056.876,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
4.1-aggregate-initialization,501.542,605.601,server-side creation of encrypted zero period aggregates; excludes streamed voter inputs
4.1-simulated-client-input-preparation,2596394.422,2632584.959,"execution-mode=fresh; encoding and encryption of incoming candidate, delegation, and shared-mask ciphertexts; excluded from server ingestion time"
4.1-server-aggregation,65044.709,65304.786,ciphertext additions into period aggregates; contains no input encoding or encryption
multiparty:threshold-decryption,28.389,56.466,"whole local multiparty protocol, including party and coordinator work; no network latency; overlaps containing phases"
